SQ_CANDIDATO,QT_VOTOS_NOMINAIS
210000009918,94
210000009919,14
210000009920,107
210000009921,112
210000009922,101
210000009923,38
210000009924,124
210000009925,32
210000009926,68
210000009927,6
210000009928,119
210000009929,51
210000009930,1599
210000009932,109
210000009933,0
210000009934,88
210000009935,13
210000009936,144
210000009937,26
210000009938,105
210000009939,131
210000009940,126
210000009941,166
210000009942,155
210000009943,73
210000009944,70
210000009945,95
210000009946,102
210000009947,140
210000009948,130
210000009949,1448
210000009951,54
210000009952,46
210000009953,181
210000009954,73
210000009955,169
210000009956,150
210000009957,17
210000009958,67
210000009959,75
210000009960,158
210000009961,34
210000009962,11
210000009964,101
210000009965,74
210000009966,67
210000009967,137
210000009968,166
210000009969,234
210000009970,259
210000009971,179
210000009972,271
210000009973,465
210000009974,6
210000009975,117
210000009976,0
210000009977,65
210000009978,294
210000009979,40
210000009980,201
210000009981,75
210000009982,40
210000009983,87
210000009984,149
210000009985,115
210000009986,111
210000009987,188
210000009988,89
210000009989,96
210000009990,377
210000009991,380
210000009992,76
210000009993,18
210000009994,276
210000009995,491
210000009996,576
210000009997,27
210000009998,278
210000009999,88
210000010000,57
210000010001,482
210000010002,30
210000010003,177
210000010004,169
210000010005,531
210000010006,145
210000010007,878
210000010008,367
210000010009,161
210000010010,463
210000010011,2345
210000010012,2372
210000010013,361
210000010014,108
210000010015,450
210000010016,1740
210000010017,191
210000010019,1796
210000010020,569
210000010021,385
210000010023,453
210000010024,24
210000010025,293
210000010026,783
210000010027,286
210000010028,143
210000010029,476
210000010030,119
210000010031,287
210000010032,132
210000010033,1863
210000010034,35
210000010035,126
210000010036,147
210000010037,612
210000010038,103
210000010039,439
210000010040,190
210000010041,193
210000010042,177
210000010043,526
210000010044,1005
210000010045,606
210000010046,154
210000010047,23
210000010048,5
210000010049,186
210000010050,199
210000010051,58
210000010052,4
210000010053,1460
210000010055,1352
210000010057,214
210000010058,97
210000010059,163
210000010060,92
210000010061,0
210000010062,11
210000010063,0
210000010064,125
210000010065,35
210000010066,60
210000010067,275
210000010068,62
210000010069,680
210000010070,12
210000010071,59
210000010072,820
210000010073,235
210000010074,66
210000010075,10
210000010076,638
210000010077,420
210000010078,146
210000010079,56
210000010080,435
210000010081,446
210000010082,501
210000010083,34
210000010084,3860
210000010086,231
210000010087,247
210000010088,633
210000010089,37
210000010090,111
210000010091,140
210000010092,300
210000010093,53
210000010094,427
210000010095,399
210000010096,26
210000010097,8
210000010098,522
210000010099,425
210000010100,117
210000010101,90
210000010102,381
210000010122,5349
210000010124,553
210000010125,484
210000010126,495
210000010127,330
210000010128,847
210000010129,392
210000010130,152
210000010131,338
210000010132,125
210000010133,288
210000010134,117
210000010135,406
210000010136,641
210000010137,120
210000010138,1550
210000010140,123
210000010141,136
210000010142,129
210000010143,49
210000010144,101
210000010145,9
210000010146,139
210000010147,201
210000010148,71
210000010149,5
210000010150,33
210000010151,24
210000010152,145
210000010157,6066
210000010159,358
210000010160,546
210000010161,5
210000010162,371
210000010163,847
210000010164,213
210000010165,242
210000010166,483
210000010167,459
210000010168,159
210000010169,33
210000010170,85
210000010171,514
210000010172,134
210000010173,663
210000010174,340
210000010175,383
210000010176,361
210000010177,51
210000010178,25
210000010179,71
210000010180,9
210000010181,11
210000010182,8
210000010183,103
210000010184,7
210000010185,78
210000010186,517969
210000010188,4250
210000010190,145
210000010191,672
210000010192,41
210000010193,30
210000010194,249
210000010195,331
210000010196,343
210000010197,36
210000010198,274
210000010199,522
210000010200,403
210000010201,120
210000010202,95
210000010203,175
210000010205,489
210000010206,57
210000010207,35
210000010228,1801
210000010230,163
210000010231,251
210000010232,233
210000010233,26
210000010234,63
210000010235,248
210000010236,144
210000010237,56
210000010238,79
210000010239,37
210000010240,201
210000010241,91
210000010242,16
210000010243,8
210000010244,19
210000010245,202
210000010246,1382
210000010248,25
210000010249,701
210000010250,8
210000010251,11
210000010252,28
210000010253,3
210000010254,16
210000010255,15
210000010256,60
210000010257,63
210000010258,249
210000010259,3
210000010260,11
210000010261,37
210000010262,49
210000010263,22
210000010264,27
210000010265,7
210000010266,8
210000010267,36
210000010268,7550
210000010270,2315
210000010272,348
210000010273,4
210000010274,18
210000010275,203
210000010276,289
210000010277,116
210000010278,148
210000010279,21
210000010280,31
210000010281,49
210000010282,67
210000010283,13
210000010284,44
210000010285,9
210000010286,106
210000010287,248
210000010288,1608
210000010290,194
210000010291,29
210000010292,111
210000010293,90
210000010294,64
210000010295,87
210000010296,46
210000010297,103
210000010298,201
210000010299,36
210000010300,114
210000010301,166
210000010302,80
210000010303,91
210000010304,128
210000010305,94
210000010306,1501
210000010308,124
210000010309,12
210000010310,27
210000010311,71
210000010312,28
210000010313,84
210000010314,156
210000010315,153
210000010316,123
210000010317,32
210000010318,106
210000010319,159
210000010320,9
210000010321,122
210000010322,28
210000010323,108
210000010324,2064
210000010326,143
210000010327,29
210000010328,53
210000010329,162
210000010330,164
210000010331,13
210000010332,1
210000010333,92
210000010334,104
210000010335,165
210000010336,130
210000010337,257
210000010338,23
210000010339,12
210000010340,109
210000010341,185
210000010342,130
210000010343,24
210000010344,2562
210000010346,0
210000010347,300
210000010348,145
210000010349,191
210000010350,275
210000010351,227
210000010352,39
210000010353,37
210000010354,110
210000010355,29
210000010356,208
210000010357,128
210000010358,244
210000010359,85
210000010360,46
210000010361,199
210000010362,152
210000010363,339
210000010376,221
210000010377,521
210000010379,113
210000010380,109
210000010381,150
210000010382,106
210000010383,269
210000010384,23
210000010385,74
210000010386,219
210000010387,348
210000010388,54
210000010389,77
210000010390,214
210000010391,12
210000010392,69
210000010393,594
210000010394,45
210000010395,94
210000010396,135
210000010397,45
210000010398,58
210000010399,1176
210000010400,136
210000010401,649
210000010403,67
210000010404,55
210000010405,29
210000010406,37
210000010407,101
210000010408,91
210000010410,21
210000010411,55
210000010412,53
210000010413,87
210000010414,78
210000010415,462
210000010416,108
210000010417,320
210000010418,437
210000010419,428
210000010420,318
210000010421,33
210000010422,106
210000010423,220
210000010424,7
210000010425,50
210000010426,19
210000010427,1405
210000010429,126
210000010430,179
210000010431,26
210000010432,13
210000010433,5
210000010434,93
210000010435,71
210000010436,42
210000010437,137
210000010438,86
210000010439,123
210000010440,56
210000010441,125
210000010460,376
210000010461,3171
210000010463,269
210000010464,140
210000010465,262
210000010466,25
210000010467,115
210000010468,150
210000010469,50
210000010470,291
210000010471,404
210000010472,306
210000010473,1112
210000010475,113
210000010476,75
210000010477,76
210000010478,102
210000010479,100
210000010480,71
210000010481,39
210000010482,119
210000010483,122
210000010484,58
210000010485,31
210000010486,5
210000010487,81
210000010488,96
210000010489,88
210000010490,146
210000010491,31
210000010492,40
210000010493,145
210000010494,9
210000010495,33
210000010496,17
210000010497,17
210000010498,6
210000010499,132
210000010500,52
210000010501,87
210000010502,106
210000010503,82
210000010504,10
210000010505,423
210000010506,181
210000010507,104
210000010508,940
210000010509,42
210000010510,518
210000010511,48
210000010512,72
210000010513,543
210000010514,579
210000010515,106
210000010516,28
210000010517,2117
210000010519,243
210000010520,90
210000010521,139
210000010522,156
210000010523,134
210000010524,11
210000010525,10
210000010526,87
210000010527,98
210000010528,22
210000010529,60
210000010530,243
210000010531,178
210000010532,57
210000010533,158
210000010552,2764
210000010554,158
210000010555,271
210000010556,60
210000010557,265
210000010558,277
210000010559,314
210000010560,319
210000010561,205
210000010562,248
210000010563,16
210000010564,41
210000010565,121
210000010566,2641
210000010568,19053
210000010570,3097
210000010573,38
210000010576,151
210000010578,147
210000010579,682
210000010581,1
210000010582,16
210000010583,78
210000010584,153
210000010585,39
210000010586,92
210000010587,6
210000010588,63
210000010589,61
210000010590,74
210000010591,27
210000010592,58
210000010593,107
210000010594,397
210000010595,4103
210000010596,442
210000010597,0
210000010598,1493
210000010599,2908
210000010601,99
210000010602,1315
210000010603,1955
210000010604,843
210000010605,797
210000010606,280
210000010607,154
210000010608,148
210000010609,687
210000010610,222
210000010611,384
210000010612,266
210000010613,222
210000010614,329
210000010616,109
210000010617,1196
210000010618,82
210000010619,359
210000010620,1026
210000010621,1183
210000010622,2799
210000010623,2632
210000010624,193
210000010625,382
210000010626,3113
210000010627,259
210000010628,1628
210000010629,15
210000010630,81
210000010631,35
210000010632,436
210000010633,153
210000010634,94
210000010635,355
210000010636,100
210000010637,44
210000010638,968
210000010639,566
210000010640,3311
210000010641,120
210000010642,458
210000010643,436
210000010644,1110
210000010645,232
210000010646,495
210000010647,651
210000010648,843
210000010649,1419
210000010650,219
210000010651,102
210000010652,189
210000010653,168
210000010654,565
210000010656,140
210000010657,67
210000010658,27
210000010659,34
210000010660,10
210000010661,524
210000010662,8
210000010663,89
210000010664,198
210000010665,188
210000010666,44
210000010667,75
210000010668,16
210000010669,99
210000010670,44
210000010671,30
210000010672,13
210000010673,12
210000010674,297
210000010675,17
210000010676,173
210000010677,330
210000010678,60
210000010679,83
210000010680,4
210000010681,37
210000010682,125
210000010683,1494
210000010685,103
210000010686,13
210000010687,57
210000010688,39
210000010689,25
210000010690,170
210000010691,32
210000010692,7
210000010693,128
210000010694,35
210000010695,189
210000010696,94
210000010697,327
210000010698,1
210000010699,29
210000010700,540
210000010701,5
210000010702,106
210000010703,129
210000010704,0
210000010705,219
210000010706,199
210000010707,646
210000010708,220
210000010709,66
210000010710,194
210000010711,650
210000010712,1058
210000010713,271
210000010714,1054
210000010715,112
210000010716,929
210000010717,495
210000010718,275
210000010719,230
210000010720,190
210000010721,2
210000010722,1034
210000010723,115
210000010724,329
210000010725,74
210000010726,55
210000010727,318
210000010728,1607
210000010729,790
210000010730,579
210000010731,0
210000010732,58
210000010733,518
210000010734,361
210000010735,168
210000010736,42
210000010737,34
210000010738,13
210000010739,29
210000010740,513
210000010741,36
210000010742,2318
210000010744,103
210000010745,55
210000010746,94
210000010747,187
210000010748,65
210000010749,195
210000010750,178
210000010751,115
210000010752,183
210000010753,26
210000010754,244
210000010755,140
210000010756,54
210000010757,227
210000010758,208
210000010759,43
210000010760,110
210000010761,84
210000010763,990
210000010765,9
210000010766,111
210000010767,173
210000010768,133
210000010769,84
210000010770,105
210000010771,38
210000010772,86
210000010773,14
210000010774,124
210000010775,46
210000010776,24
210000010777,2194
210000010779,81
210000010780,214
210000010781,125
210000010782,166
210000010783,112
210000010784,140
210000010785,107
210000010786,239
210000010787,332
210000010788,5
210000010789,209
210000010790,204
210000010791,201
210000010792,226
210000010793,2175
210000010795,135
210000010796,259
210000010797,37
210000010798,232
210000010799,296
210000010800,161
210000010801,226
210000010802,310
210000010803,66
210000010804,201
210000010805,95
210000010806,21
210000010807,26
210000010808,8
210000010809,375
210000010810,1029
210000010812,45
210000010813,115
210000010814,75
210000010815,78
210000010816,24
210000010817,180
210000010818,54
210000010819,9
210000010820,23
210000010821,208
210000010822,7
210000010823,7
210000010824,102
210000010825,14
210000010826,25
210000010847,2951
210000010849,319
210000010850,124
210000010851,224
210000010852,51
210000010853,238
210000010854,78
210000010855,81
210000010856,287
210000010857,7
210000010858,404
210000010859,89
210000010860,18
210000010861,39
210000010862,149
210000010863,9
210000010864,379
210000010865,258
210000010866,119
210000010867,2891
210000010869,30
210000010870,111
210000010871,180
210000010872,276
210000010873,14
210000010874,80
210000010875,40
210000010876,178
210000010877,104
210000010878,93
210000010879,171
210000010880,68
210000010881,430
210000010882,250
210000010883,89
210000010884,298
210000010885,84
210000010886,65
210000010887,1750
210000010889,137
210000010890,158
210000010891,151
210000010892,48
210000010893,129
210000010894,116
210000010895,256
210000010896,142
210000010897,13
210000010898,96
210000010899,130
210000010900,97
210000010901,49
210000010902,13784
210000010920,244
210000010921,733
210000010922,296
210000010923,94
210000010924,85
210000010925,90
210000010926,545
210000010927,856
210000010928,814
210000010929,2428
210000010930,10675
210000010931,35
210000010932,6556
210000010933,452
210000010934,609
210000010936,165
210000010937,331
210000010938,638
210000010939,238
210000010940,1126
210000010941,496
210000010942,13574
210000010943,80
210000010944,184
210000010945,309
210000010946,7582
210000010947,853
210000010948,1524
210000010949,1787
210000010950,6617
210000010951,1215
210000010952,607
210000010953,9493
210000010954,1407
210000010955,11444
210000010956,57
210000010957,2095
210000010958,74
210000010959,787
210000010960,7725
210000010961,525
210000010962,1497
210000010963,661
210000010964,361
210000010965,253
210000010966,2934
210000010967,21
210000010968,728
210000010969,3286
210000010970,11244
210000010971,4315
210000010972,13336
210000010973,225
210000010974,5356
210000010975,174
210000010976,344
210000010977,1169
210000010978,1118
210000010979,583
210000010980,147
210000010981,889
210000010982,1397
210000010983,4369
210000010984,438
210000010985,125
210000010986,11935
210000010987,235
210000010988,133
210000010989,761
210000010990,8211
210000010991,441
210000010992,322
210000010993,655
210000010994,464
210000010995,96
210000010996,242
210000010997,383
210000010998,72
210000010999,46
210000011000,190
210000011001,660
210000011002,163
210000011003,702
210000011004,187
210000011005,52
210000011006,483
210000011007,167
210000011008,0
210000011009,328
210000011010,270
210000011011,144
210000011012,27
210000011013,101
210000011014,321
210000011015,1565
210000011039,1250
210000011041,134
210000011042,122
210000011043,148
210000011044,92
210000011045,12
210000011046,67
210000011047,110
210000011048,143
210000011049,94
210000011050,199
210000011051,146
210000011052,41
210000011053,135
210000011054,294
210000011055,6
210000011056,54
210000011057,22
210000011058,3
210000011059,165
210000011060,175
210000011061,205
210000011062,406
210000011063,95
210000011064,5
210000011065,114
210000011066,864
210000011068,107
210000011069,8
210000011070,91
210000011071,109
210000011072,142
210000011073,14
210000011074,151
210000011075,10
210000011076,186
210000011077,156
210000011078,759
210000011079,535
210000011080,124
210000011081,60
210000011082,506
210000011083,787
210000011084,359
210000011085,104
210000011086,259
210000011087,94
210000011088,77
210000011089,94
210000011090,206
210000011091,191
210000011092,57
210000011093,110
210000011094,22
210000011095,16
210000011096,150
210000011097,7
210000011098,35
210000011099,128
210000011100,35
210000011101,172
210000011102,100
210000011103,141
210000011104,3951
210000011106,566
210000011107,454
210000011108,3
210000011109,3
210000011111,345
210000011112,23
210000011113,340
210000011114,166
210000011115,167
210000011116,401
210000011117,82
210000011119,331
210000011120,317
210000011121,17
210000011122,18
210000011123,366
210000011124,21
210000011125,1
210000011126,0
210000011127,120
210000011128,46
210000011129,82
210000011130,21
210000011131,94
210000011132,27
210000011133,6
210000011134,74
210000011135,2580
210000011137,513
210000011139,76
210000011140,63
210000011141,71
210000011142,86
210000011143,102
210000011144,119
210000011145,110
210000011146,97
210000011147,30
210000011148,13
210000011149,25
210000011150,4
210000011151,148
210000011152,45
210000011153,149
210000011154,116
210000011155,43
210000011156,133
210000011157,200
210000011158,20
210000011159,70
210000011160,78
210000011161,46
210000011162,897
210000011164,112
210000011165,9
210000011166,43
210000011169,93
210000011170,27
210000011171,36
210000011173,49
210000011174,122
210000011175,82
210000011177,99
210000011178,47
210000011179,54
210000011180,157
210000011181,73
210000011182,3007
210000011184,28
210000011185,4
210000011186,116
210000011187,49
210000011188,40
210000011189,16
210000011190,245
210000011191,4
210000011192,105
210000011193,88
210000011194,44
210000011195,99
210000011196,341
210000011197,218
210000011198,51
210000011199,84
210000011200,108
210000011201,102
210000011202,1373
210000011204,18
210000011205,326
210000011206,35
210000011207,1
210000011208,80
210000011209,36
210000011210,15
210000011211,466
210000011212,26
210000011213,60
210000011214,10
210000011215,78
210000011216,114
210000011217,50
210000011218,14
210000011219,92
210000011220,34
210000011221,19
210000011222,52
210000011223,380
210000011224,81
210000011225,43
210000011226,236
210000011227,103
210000011228,455
210000011229,105
210000011230,486
210000011231,104
210000011232,65
210000011233,110
210000011234,73
210000011235,643
210000011236,450
210000011237,80
210000011238,33
210000011239,52
210000011240,193
210000011241,130
210000011242,34
210000011243,800
210000011244,21
210000011245,447
210000011246,169
210000011247,61
210000011248,26
210000011249,93
210000011250,328
210000011251,35
210000011252,70
210000011253,19
210000011254,18
210000011255,168
210000011256,67
210000011257,32
210000011258,5
210000011259,71
210000011260,18
210000011261,71
210000011262,36
210000011263,81
210000011264,51
210000011265,72
210000011266,71
210000011268,592
210000011270,225
210000011271,365
210000011272,299
210000011273,74
210000011274,5
210000011275,34
210000011276,183
210000011277,76
210000011278,90
210000011279,139
210000011280,207
210000011281,29
210000011282,86
210000011283,58
210000011284,217
210000011285,132
210000011286,169
210000011288,216
210000011289,143
210000011290,7368
210000011292,2631
210000011294,38
210000011295,84
210000011296,5
210000011297,50
210000011298,26
210000011299,122
210000011300,253
210000011302,30
210000011303,101
210000011304,127
210000011305,97
210000011306,379
210000011307,186
210000011308,14
210000011309,309
210000011310,29
210000011311,159
210000011312,38
210000011313,51
210000011314,23
210000011315,290
210000011316,18
210000011317,79
210000011318,34
210000011319,67
210000011320,119
210000011321,118
210000011323,77
210000011324,241
210000011325,0
210000011326,7
210000011327,182
210000011328,4
210000011329,25
210000011330,3348
210000011332,10021
210000011334,273
210000011335,41
210000011336,93
210000011337,30
210000011338,37
210000011339,48
210000011340,6
210000011341,14
210000011342,103
210000011343,164
210000011344,53
210000011345,47
210000011346,11
210000011347,71
210000011348,19
210000011349,47
210000011350,102
210000011351,1
210000011367,22491
210000011369,369
210000011370,1955
210000011371,10
210000011372,891
210000011373,107
210000011374,807
210000011375,28
210000011376,1196
210000011377,299
210000011378,83
210000011379,229
210000011380,77
210000011381,31
210000011382,0
210000011383,277
210000011384,45
210000011385,81
210000011386,201
210000011387,73
210000011388,1535
210000011389,368
210000011390,21
210000011391,449
210000011392,527
210000011393,292
210000011394,308
210000011395,386
210000011396,57
210000011397,347
210000011398,0
210000011399,224
210000011400,50
210000011401,625
210000011402,848
210000011403,64
210000011404,254
210000011405,1257
210000011407,144
210000011408,142
210000011409,0
210000011410,3
210000011411,0
210000011412,5
210000011413,0
210000011414,189
210000011415,156
210000011416,134
210000011417,119
210000011418,49
210000011419,152
210000011420,1459
210000011422,199
210000011423,118
210000011424,182
210000011425,63
210000011426,128
210000011427,23
210000011428,110
210000011429,117
210000011430,34
210000011431,96
210000011432,18
210000011433,36
210000011434,1202
210000011436,131
210000011437,12
210000011438,183
210000011439,198
210000011440,153
210000011441,49
210000011442,93
210000011443,138
210000011444,76
210000011445,82
210000011446,72
210000011462,2399
210000011464,107
210000011465,40
210000011466,58
210000011467,245
210000011468,68
210000011469,116
210000011470,52
210000011471,89
210000011472,169
210000011473,248
210000011475,121
210000011476,18
210000011477,28
210000011478,67
210000011479,48
210000011480,220
210000011481,42
210000011482,50
210000011483,157
210000011484,18
210000011485,88
210000011486,34
210000011487,118
210000011488,190
210000011489,16
210000011490,51
210000011491,58
210000011492,247
210000011493,19
210000011494,50
210000011495,369
210000011496,138
210000011497,2218
210000011499,8775
210000011501,311
210000011502,56
210000011503,46
210000011505,676
210000011506,261
210000011507,36
210000011508,164
210000011509,884
210000011510,111
210000011511,414
210000011512,693
210000011513,0
210000011514,0
210000011515,27
210000011516,184
210000011517,40
210000011519,692
210000011520,117
210000011521,26
210000011522,327
210000011523,112
210000011525,813
210000011527,40
210000011528,632
210000011529,340
210000011530,940
210000011531,136
210000011532,253
210000011533,34
210000011534,36
210000011535,394
210000011536,47
210000011537,34
210000011538,213
210000011539,1046
210000011540,77
210000011541,273
210000011542,72
210000011543,23
210000011544,94
210000011545,694
210000011547,20
210000011548,1
210000011549,44
210000011550,16
210000011551,71
210000011552,10
210000011553,89
210000011554,80
210000011555,34
210000011556,28
210000011557,21
210000011558,14
210000011559,95
210000011560,20
210000011561,1
210000011562,97
210000011563,12
210000011564,10
210000011565,20
210000011566,18
210000011567,20
210000011568,319
210000011569,257
210000011570,75
210000011571,89
210000011572,60
210000011573,327
210000011574,191
210000011575,92
210000011576,673
210000011577,172
210000011578,2518
210000011580,137689
210000011618,3823
210000011656,6428
210000011658,42
210000011659,279
210000011660,208
210000011661,62
210000011662,118
210000011663,99
210000011664,579
210000011665,96
210000011666,345
210000011667,175
210000011668,642
210000011669,247
210000011670,1104
210000011671,151
210000011672,344
210000011673,72
210000011674,585
210000011675,277
210000011676,3683
210000011678,196
210000011679,17
210000011680,592
210000011681,43
210000011682,214
210000011684,41
210000011685,83
210000011686,896
210000011687,345
210000011688,698
210000011689,310
210000011690,354
210000011691,65
210000011692,361
210000011693,92
210000011694,58
210000011695,718
210000011696,88
210000011697,490
210000011698,2552
210000011700,51
210000011701,69
210000011702,345
210000011703,331
210000011705,452
210000011706,255
210000011707,142
210000011708,377
210000011709,133
210000011710,95
210000011711,3172
210000011713,274
210000011714,29
210000011715,338
210000011716,11
210000011717,357
210000011718,132
210000011719,1
210000011720,22
210000011721,212
210000011722,149
210000011723,178
210000011724,33
210000011725,375
210000011726,232
210000011727,227
210000011728,29
210000011729,44
210000011730,46
210000011731,1866
210000011733,31
210000011734,262
210000011735,35
210000011736,67
210000011737,33
210000011738,16
210000011739,195
210000011740,121
210000011741,184
210000011742,116
210000011743,226
210000011744,168
210000011745,7
210000011746,39
210000011747,116
210000011748,24
210000011749,282
210000011751,76
210000011752,463
210000011753,402
210000011754,88
210000011755,557
210000011756,125
210000011757,317
210000011758,39
210000011759,2454
210000011761,111
210000011762,204
210000011763,258
210000011764,361
210000011765,422
210000011766,52
210000011767,161
210000011768,362
210000011769,1
210000011770,14
210000011771,35
210000011772,0
210000011773,2618
210000011775,213
210000011776,352
210000011777,106
210000011778,196
210000011779,391
210000011780,61
210000011781,193
210000011782,403
210000011783,403
210000011784,222
210000011801,997
210000011803,96
210000011804,81
210000011805,115
210000011806,77
210000011807,86
210000011808,81
210000011809,45
210000011810,106
210000011811,102
210000011812,134
210000011813,1178
210000011815,118
210000011816,95
210000011817,10
210000011818,44
210000011819,223
210000011820,103
210000011821,4
210000011822,321
210000011823,125
210000011824,93
210000011825,1634
210000011827,243
210000011828,13
210000011829,307
210000011830,0
210000011831,1
210000011832,49
210000011833,157
210000011834,0
210000011835,140
210000011836,1
210000011837,38
210000011838,198
210000011839,174
210000011840,178
210000011841,145
210000011842,3758
210000011844,63
210000011845,102
210000011846,232
210000011847,329
210000011848,412
210000011849,3
210000011850,137
210000011851,305
210000011852,116
210000011853,265
210000011854,353
210000011855,38
210000011856,533
210000011857,32
210000011858,164
210000011859,262
210000011860,180
210000011861,31
210000011862,1190
210000011864,131
210000011865,106
210000011866,138
210000011867,35
210000011868,34
210000011869,106
210000011870,117
210000011871,96
210000011872,150
210000011873,42
210000011874,34
210000011875,30
210000011876,87
210000011877,23
210000011878,10362
210000011880,86
210000011881,1181
210000011882,663
210000011883,58
210000011884,198
210000011885,1039
210000011886,89
210000011887,59
210000011889,518
210000011890,122
210000011891,836
210000011892,112
210000011893,516
210000011894,243
210000011895,25
210000011896,569
210000011898,353
210000011899,839
210000011900,511
210000011901,470
210000011902,31
210000011903,105
210000011904,857
210000011905,455
210000011906,1378
210000011907,607
210000011908,54
210000011909,2
210000011910,273
210000011911,98
210000011912,338
210000011913,563
210000011914,506
210000011915,529
210000011916,453
210000011917,47
210000011918,916
210000011919,53
210000011920,20
210000011921,2682
210000011923,292
210000011924,93
210000011925,277
210000011926,180
210000011927,81
210000011928,0
210000011929,339
210000011930,345
210000011931,124
210000011932,9
210000011934,281
210000011935,269
210000011936,310
210000011938,51
210000011939,109
210000011940,87
210000011941,1161
210000011943,74
210000011944,44
210000011945,5
210000011946,95
210000011947,10
210000011948,80
210000011949,145
210000011950,73
210000011951,154
210000011952,87
210000011953,159
210000011954,72
210000011955,114
210000011956,16
210000011967,1500
210000011969,247
210000011970,170
210000011971,149
210000011972,129
210000011973,29
210000011974,109
210000011975,101
210000011976,13
210000011977,135
210000011978,295
210000011979,6735
210000011981,19
210000011982,70
210000011983,19
210000011984,59
210000011985,0
210000011986,220
210000011987,339
210000011988,34
210000011989,13
210000011990,0
210000011991,3
210000011992,67
210000011993,79
210000011994,88
210000011995,12
210000011996,637
210000011997,87
210000011998,54
210000011999,352
210000012000,338
210000012001,73
210000012002,120
210000012003,266
210000012004,166
210000012005,55
210000012006,126
210000012007,57
210000012008,152
210000012009,22
210000012010,406
210000012011,223
210000012012,159
210000012013,79
210000012014,3133
210000012016,71
210000012017,401
210000012018,399
210000012019,55
210000012020,378
210000012021,8
210000012022,27
210000012023,17
210000012024,337
210000012025,356
210000012026,69
210000012027,318
210000012028,144
210000012029,59
210000012030,68
210000012031,121
210000012032,391
210000012033,183
210000012034,648
210000012035,189
210000012036,173
210000012037,547
210000012038,885
210000012039,1473
210000012040,1436
210000012041,300
210000012042,582
210000012043,91
210000012044,184
210000012045,35
210000012046,158
210000012047,257
210000012048,149
210000012049,751
210000012050,175
210000012051,275
210000012052,353
210000012053,61
210000012054,64
210000012056,116
210000012057,210
210000012058,907
210000012059,99
210000012060,22
210000012061,331
210000012062,163
210000012063,1010
210000012064,399
210000012065,317
210000012066,91
210000012077,4105
210000012079,30
210000012080,355
210000012081,271
210000012082,194
210000012083,268
210000012084,38
210000012085,125
210000012086,115
210000012087,455
210000012088,147
210000012089,104
210000012090,327
210000012091,176
210000012092,472
210000012093,853
210000012094,492
210000012095,62
210000012096,260
210000012097,4761
210000012099,506
210000012100,267
210000012101,309
210000012102,44
210000012103,854
210000012104,302
210000012106,303
210000012107,534
210000012109,424
210000012110,569
210000012111,305
210000012112,30
210000012113,100
210000012114,0
210000012115,343
210000012116,316
210000012117,704
210000012118,4
210000012119,54
210000012120,23
210000012121,86
210000012122,154
210000012123,91
210000012124,74
210000012125,41
210000012126,104
210000012127,866
210000012129,31
210000012130,40
210000012131,53
210000012132,2
210000012133,84
210000012134,92
210000012135,151
210000012136,21
210000012137,11
210000012138,57
210000012139,63
210000012140,12
210000012141,69
210000012142,0
210000012144,83
210000012145,166
210000012146,160
210000012147,61
210000012148,113
210000012149,102
210000012150,180
210000012151,29
210000012152,189
210000012153,139
210000012154,198
210000012155,1
210000012156,131
210000012157,0
210000012159,230
210000012160,1
210000012161,33
210000012164,1751
210000012166,1668
210000012168,66
210000012169,90
210000012170,102
210000012171,19
210000012172,142
210000012173,44
210000012174,145
210000012175,156
210000012176,70
210000012177,130
210000012178,68
210000012179,117
210000012180,148
210000012181,106
210000012182,16
210000012183,45
210000012184,7720
210000012186,286
210000012187,90
210000012188,479
210000012189,117
210000012190,94
210000012191,608
210000012192,501
210000012193,93
210000012194,66
210000012195,253
210000012196,492
210000012197,181
210000012198,12
210000012199,0
210000012200,52
210000012201,353
210000012202,122
210000012203,9164
210000012205,1642
210000012207,166
210000012208,186
210000012209,59
210000012210,18
210000012211,165
210000012212,178
210000012213,114
210000012214,128
210000012215,97
210000012216,197
210000012217,1838
210000012219,265
210000012220,145
210000012221,48
210000012222,202
210000012223,4
210000012224,22
210000012225,134
210000012226,104
210000012227,148
210000012228,161
210000012229,168
210000012230,181
210000012231,29
210000012232,177
210000012233,124
210000012234,11226
210000012236,3366
210000012238,1
210000012239,432
210000012240,357
210000012241,276
210000012242,1
210000012243,323
210000012244,0
210000012245,405
210000012246,31
210000012247,2
210000012248,0
210000012249,3
210000012250,419
210000012251,383
210000012252,482
210000012253,44
210000012254,275
210000012255,373
210000012256,2108
210000012258,129
210000012259,32
210000012260,50
210000012261,172
210000012262,89
210000012263,65
210000012264,59
210000012265,5
210000012266,52
210000012267,146
210000012268,130
210000012269,466
210000012270,279
210000012299,1664
210000012301,60
210000012302,94
210000012303,52
210000012304,115
210000012305,320
210000012306,120
210000012307,119
210000012308,64
210000012309,36
210000012310,87
210000012311,219
210000012312,75
210000012313,24
210000012314,62
210000012315,30
210000012316,10
210000012317,70
210000012318,46
210000012319,14
210000012320,24
210000012321,28
210000012322,22
210000012323,17
210000012324,15
210000012325,73
210000012326,530
210000012327,125
210000012328,52
210000012329,68
210000012330,375
210000012331,13
210000012332,348
210000012333,69
210000012334,18
210000012335,84
210000012336,328
210000012337,44
210000012338,447
210000012339,25
210000012340,121
210000012341,9
210000012342,144
210000012343,29
210000012344,315
