SQ_CANDIDATO,QT_VOTOS_NOMINAIS,DS_SIT_TOT_TURNO
210000007878,184,ELEITO POR MÉDIA
210000007879,48,SUPLENTE
210000007880,6,SUPLENTE
210000007881,1783,NÃO ELEITO
210000007883,29,SUPLENTE
210000007884,147,ELEITO POR QP
210000007885,3,SUPLENTE
210000007886,8,SUPLENTE
210000007887,394,ELEITO POR QP
210000007888,178,SUPLENTE
210000007889,183,SUPLENTE
210000007890,240,ELEITO POR QP
210000007891,269,ELEITO POR QP
210000007892,88,SUPLENTE
210000007893,12,SUPLENTE
210000007894,202,SUPLENTE
210000007895,83,SUPLENTE
210000007896,88,SUPLENTE
210000007897,5,SUPLENTE
210000007898,96,SUPLENTE
210000007899,261,ELEITO POR QP
210000007900,10,SUPLENTE
210000007901,62,SUPLENTE
210000007903,115,SUPLENTE
210000007904,2473,ELEITO
210000007905,205,ELEITO POR QP
210000007906,5706,NÃO ELEITO
210000007908,669,NÃO ELEITO
210000007909,794,NÃO ELEITO
210000007910,85,NÃO ELEITO
210000007911,51,NÃO ELEITO
210000007912,23,NÃO ELEITO
210000007913,155,NÃO ELEITO
210000007914,68,NÃO ELEITO
210000007915,153,NÃO ELEITO
210000007916,12,NÃO ELEITO
210000007917,244,NÃO ELEITO
210000007918,96,NÃO ELEITO
210000007919,82,NÃO ELEITO
210000007920,112,NÃO ELEITO
210000007921,1583,ELEITO POR QP
210000007922,515,SUPLENTE
210000007923,56,SUPLENTE
210000007924,92,SUPLENTE
210000007925,115,SUPLENTE
210000007926,193,SUPLENTE
210000007927,45,SUPLENTE
210000007928,1097,ELEITO POR QP
210000007929,766,ELEITO POR MÉDIA
210000007930,693,SUPLENTE
210000007931,705,SUPLENTE
210000007932,29,SUPLENTE
210000007933,1082,ELEITO POR QP
210000007934,495,SUPLENTE
210000007935,16,SUPLENTE
210000007936,51,SUPLENTE
210000007937,24,SUPLENTE
210000007938,120,SUPLENTE
210000007939,722,SUPLENTE
210000007941,225,SUPLENTE
210000007942,734,SUPLENTE
210000007943,1042,ELEITO POR QP
210000007944,98,ELEITO POR MÉDIA
210000007945,72,SUPLENTE
210000007946,35,SUPLENTE
210000007947,30,SUPLENTE
210000007948,185,ELEITO POR QP
210000007949,30,SUPLENTE
210000007950,57,SUPLENTE
210000007951,170,ELEITO POR QP
210000007952,425,ELEITO POR QP
210000007953,116,ELEITO POR QP
210000007954,96,ELEITO POR QP
210000007955,80,ELEITO POR MÉDIA
210000007956,54,SUPLENTE
210000007957,50,SUPLENTE
210000007958,140,ELEITO POR QP
210000007959,119,ELEITO POR QP
210000007961,1306,ELEITO
210000007962,4,SUPLENTE
210000007963,420,ELEITO POR QP
210000007964,76,ELEITO POR MÉDIA
210000007965,63,SUPLENTE
210000007966,214,ELEITO POR QP
210000007967,90,SUPLENTE
210000007969,3,SUPLENTE
210000007970,97,ELEITO POR QP
210000007971,97,ELEITO POR QP
210000007972,26,SUPLENTE
210000007973,17,SUPLENTE
210000007974,7,SUPLENTE
210000007975,63,SUPLENTE
210000007976,280,ELEITO POR MÉDIA
210000007977,31,SUPLENTE
210000007978,221,SUPLENTE
210000007979,518,ELEITO POR QP
210000007980,362,ELEITO POR QP
210000007981,264,SUPLENTE
210000007982,148,SUPLENTE
210000007983,259,SUPLENTE
210000007984,53,SUPLENTE
210000007985,331,ELEITO POR QP
210000007986,12,SUPLENTE
210000007987,101,SUPLENTE
210000007988,16,SUPLENTE
210000007989,118,SUPLENTE
210000007990,45,SUPLENTE
210000007991,205,SUPLENTE
210000007992,13,SUPLENTE
210000007994,24,SUPLENTE
210000007995,2087,NÃO ELEITO
210000007996,121,SUPLENTE
210000007997,97,SUPLENTE
210000007998,202,SUPLENTE
210000007999,463,SUPLENTE
210000008000,613,ELEITO POR QP
210000008001,11,SUPLENTE
210000008002,1257,ELEITO POR QP
210000008003,403,SUPLENTE
210000008004,578,ELEITO POR MÉDIA
210000008005,136,SUPLENTE
210000008006,262,SUPLENTE
210000008007,30,SUPLENTE
210000008008,5,SUPLENTE
210000008009,62,SUPLENTE
210000008010,4,SUPLENTE
210000008011,27,SUPLENTE
210000008012,40,SUPLENTE
210000008014,88,ELEITO POR QP
210000008015,95,ELEITO POR QP
210000008016,16,SUPLENTE
210000008017,77,ELEITO POR QP
210000008018,104,ELEITO POR QP
210000008019,61,SUPLENTE
210000008020,24,SUPLENTE
210000008021,31,SUPLENTE
210000008022,67,SUPLENTE
210000008023,1,SUPLENTE
210000008024,50,SUPLENTE
210000008025,72,ELEITO POR QP
210000008026,28,SUPLENTE
210000008027,911,ELEITO
210000008049,44,SUPLENTE
210000008052,1004,ELEITO POR QP
210000008053,293,SUPLENTE
210000008055,435,SUPLENTE
210000008056,214,SUPLENTE
210000008057,551,ELEITO POR QP
210000008058,315,SUPLENTE
210000008059,179,SUPLENTE
210000008060,200,SUPLENTE
210000008061,479,ELEITO POR MÉDIA
210000008062,3,SUPLENTE
210000008063,7,SUPLENTE
210000008064,68,SUPLENTE
210000008065,67,SUPLENTE
210000008066,4,SUPLENTE
210000008067,782,ELEITO POR MÉDIA
210000008068,1028,ELEITO POR QP
210000008069,14,SUPLENTE
210000008070,559,SUPLENTE
210000008071,182,SUPLENTE
210000008072,8,SUPLENTE
210000008073,637,SUPLENTE
210000008074,34,SUPLENTE
210000008075,149,SUPLENTE
210000008076,61,SUPLENTE
210000008077,169,SUPLENTE
210000008080,79,SUPLENTE
210000008081,178,SUPLENTE
210000008082,15,SUPLENTE
210000008083,157,SUPLENTE
210000008084,684,ELEITO POR QP
210000008085,585,SUPLENTE
210000008086,165,SUPLENTE
210000008087,57,SUPLENTE
210000008088,14,SUPLENTE
210000008090,122,SUPLENTE
210000008091,6,SUPLENTE
210000008092,8,SUPLENTE
210000008093,24,SUPLENTE
210000008094,102,SUPLENTE
210000008095,106,SUPLENTE
210000008096,27,SUPLENTE
210000008097,189,ELEITO POR QP
210000008098,162,ELEITO POR QP
210000008099,173,ELEITO POR QP
210000008100,13,SUPLENTE
210000008101,131,ELEITO POR MÉDIA
210000008102,4,SUPLENTE
210000008103,49,SUPLENTE
210000008104,107,SUPLENTE
210000008105,14,SUPLENTE
210000008106,1349,NÃO ELEITO
210000008107,215,ELEITO POR QP
210000008108,6,SUPLENTE
210000008109,14813,ELEITO
210000008111,2002,ELEITO
210000008138,283,SUPLENTE
210000008139,82,SUPLENTE
210000008140,60,SUPLENTE
210000008141,350,SUPLENTE
210000008142,175,SUPLENTE
210000008143,27,SUPLENTE
210000008144,40,SUPLENTE
210000008145,175,SUPLENTE
210000008146,11,SUPLENTE
210000008147,105,SUPLENTE
210000008148,613,ELEITO POR QP
210000008149,28,SUPLENTE
210000008150,59,SUPLENTE
210000008151,52,SUPLENTE
210000008152,6265,ELEITO
210000008154,221,SUPLENTE
210000008155,109,SUPLENTE
210000008156,239,ELEITO POR MÉDIA
210000008157,192,SUPLENTE
210000008158,58,SUPLENTE
210000008159,63,SUPLENTE
210000008160,448,ELEITO POR QP
210000008161,141,SUPLENTE
210000008162,114,SUPLENTE
210000008163,199,SUPLENTE
210000008164,138,SUPLENTE
210000008165,196,SUPLENTE
210000008166,417,ELEITO POR QP
210000008167,222,SUPLENTE
210000008168,206,SUPLENTE
210000008169,205,SUPLENTE
210000008170,53,SUPLENTE
210000008171,16,SUPLENTE
210000008172,99,SUPLENTE
210000008173,18,SUPLENTE
210000008174,203,SUPLENTE
210000008175,52,SUPLENTE
210000008177,2980,NÃO ELEITO
210000008178,41,SUPLENTE
210000008179,742,ELEITO POR QP
210000008180,277,SUPLENTE
210000008181,151,SUPLENTE
210000008182,596,SUPLENTE
210000008183,246,SUPLENTE
210000008184,133,SUPLENTE
210000008185,281,SUPLENTE
210000008187,65,SUPLENTE
210000008188,633,ELEITO POR MÉDIA
210000008189,367,SUPLENTE
210000008190,532,SUPLENTE
210000008191,129,SUPLENTE
210000008192,133,SUPLENTE
210000008193,642,ELEITO POR QP
210000008194,849,ELEITO POR QP
210000008195,222,SUPLENTE
210000008196,27,SUPLENTE
210000008197,201,SUPLENTE
210000008198,27,SUPLENTE
210000008201,40,SUPLENTE
210000008202,25,SUPLENTE
210000008203,98,SUPLENTE
210000008204,81,SUPLENTE
210000008205,226,ELEITO POR QP
210000008206,121,SUPLENTE
210000008207,140,ELEITO POR QP
210000008208,46,SUPLENTE
210000008209,245,ELEITO POR QP
210000008210,155,ELEITO POR QP
210000008211,111,SUPLENTE
210000008212,139,ELEITO POR MÉDIA
210000008213,156,ELEITO POR QP
210000008214,642,SUPLENTE
210000008215,364,SUPLENTE
210000008216,333,SUPLENTE
210000008217,735,ELEITO POR QP
210000008218,62,SUPLENTE
210000008219,557,SUPLENTE
210000008220,55,SUPLENTE
210000008221,35,SUPLENTE
210000008222,2,SUPLENTE
210000008223,52,SUPLENTE
210000008224,47,SUPLENTE
210000008225,59,SUPLENTE
210000008226,253,SUPLENTE
210000008227,32,SUPLENTE
210000008229,43,SUPLENTE
210000008230,383,SUPLENTE
210000008231,184,SUPLENTE
210000008232,382,SUPLENTE
210000008233,33,SUPLENTE
210000008234,34,SUPLENTE
210000008235,526,SUPLENTE
210000008236,161,SUPLENTE
210000008237,14,SUPLENTE
210000008238,719,ELEITO POR QP
210000008239,78,SUPLENTE
210000008240,16,SUPLENTE
210000008241,632,SUPLENTE
210000008242,596,SUPLENTE
210000008243,1181,ELEITO POR QP
210000008244,803,ELEITO POR QP
210000008245,233,SUPLENTE
210000008246,25,SUPLENTE
210000008247,651,SUPLENTE
210000008248,64,SUPLENTE
210000008249,1120,ELEITO POR QP
210000008250,1077,ELEITO POR QP
210000008251,504,SUPLENTE
210000008252,198,SUPLENTE
210000008253,792,ELEITO POR QP
210000008254,710,ELEITO POR MÉDIA
210000008255,218,SUPLENTE
210000008256,885,ELEITO POR QP
210000008257,428,SUPLENTE
210000008258,157,SUPLENTE
210000008260,1810,NÃO ELEITO
210000008261,8,SUPLENTE
210000008263,127,SUPLENTE
210000008264,128,SUPLENTE
210000008265,240,ELEITO POR QP
210000008266,203,ELEITO POR QP
210000008267,141,ELEITO POR QP
210000008268,83,SUPLENTE
210000008269,89,SUPLENTE
210000008270,189,ELEITO POR QP
210000008271,130,SUPLENTE
210000008272,14,SUPLENTE
210000008273,7,SUPLENTE
210000008274,1666,ELEITO
210000008275,25,SUPLENTE
210000008276,6,SUPLENTE
210000008277,76,SUPLENTE
210000008278,50,SUPLENTE
210000008279,90,SUPLENTE
210000008280,682,ELEITO POR QP
210000008281,257,SUPLENTE
210000008282,20,SUPLENTE
210000008283,37,SUPLENTE
210000008284,42,SUPLENTE
210000008285,32,SUPLENTE
210000008286,186,SUPLENTE
210000008287,116,SUPLENTE
210000008288,56,SUPLENTE
210000008289,62,SUPLENTE
210000008290,79,SUPLENTE
210000008291,390,ELEITO POR MÉDIA
210000008292,57,SUPLENTE
210000008293,126,SUPLENTE
210000008294,66,SUPLENTE
210000008295,378,SUPLENTE
210000008296,80,SUPLENTE
210000008297,1124,ELEITO
210000008298,26,SUPLENTE
210000008299,38,SUPLENTE
210000008300,25,SUPLENTE
210000008301,89,ELEITO POR QP
210000008302,43,SUPLENTE
210000008303,55,SUPLENTE
210000008304,15,SUPLENTE
210000008305,36,SUPLENTE
210000008306,37,SUPLENTE
210000008307,12,SUPLENTE
210000008308,9,SUPLENTE
210000008309,12,SUPLENTE
210000008310,6,SUPLENTE
210000008312,76,ELEITO POR MÉDIA
210000008313,196,ELEITO POR QP
210000008314,103,ELEITO POR QP
210000008315,75,SUPLENTE
210000008316,36,SUPLENTE
210000008317,399,SUPLENTE
210000008318,1331,ELEITO POR QP
210000008319,647,ELEITO POR QP
210000008320,41,SUPLENTE
210000008321,13037,ELEITO
210000008322,478,ELEITO POR QP
210000008323,133,SUPLENTE
210000008324,103,SUPLENTE
210000008325,367,SUPLENTE
210000008326,406,ELEITO POR MÉDIA
210000008327,220,SUPLENTE
210000008328,243,SUPLENTE
210000008329,32,SUPLENTE
210000008330,327,SUPLENTE
210000008331,103,SUPLENTE
210000008332,389,SUPLENTE
210000008333,278,SUPLENTE
210000008334,223,SUPLENTE
210000008337,127,SUPLENTE
210000008338,177,SUPLENTE
210000008339,18,SUPLENTE
210000008340,49,SUPLENTE
210000008341,117,SUPLENTE
210000008342,300,SUPLENTE
210000008343,145,SUPLENTE
210000008344,338,SUPLENTE
210000008345,683,SUPLENTE
210000008346,392,SUPLENTE
210000008347,185,SUPLENTE
210000008348,561,SUPLENTE
210000008349,106,SUPLENTE
210000008350,1133,ELEITO POR QP
210000008351,283,SUPLENTE
210000008352,987,ELEITO POR MÉDIA
210000008353,600,SUPLENTE
210000008354,811,SUPLENTE
210000008355,249,SUPLENTE
210000008356,190,SUPLENTE
210000008357,170,SUPLENTE
210000008358,188,SUPLENTE
210000008359,88,SUPLENTE
210000008360,81,SUPLENTE
210000008361,602,SUPLENTE
210000008362,201,SUPLENTE
210000008363,115,SUPLENTE
210000008364,35,SUPLENTE
210000008365,690,ELEITO POR QP
210000008366,25,SUPLENTE
210000008367,42,SUPLENTE
210000008368,156,SUPLENTE
210000008369,572,ELEITO POR QP
210000008370,50,SUPLENTE
210000008371,382,SUPLENTE
210000008372,58,SUPLENTE
210000008373,22,SUPLENTE
210000008374,16,SUPLENTE
210000008375,72,SUPLENTE
210000008376,61,SUPLENTE
210000008377,15,SUPLENTE
210000008378,46,SUPLENTE
210000008379,256,SUPLENTE
210000008380,117,SUPLENTE
210000008381,430,SUPLENTE
210000008382,162,SUPLENTE
210000008383,6,SUPLENTE
210000008384,178,SUPLENTE
210000008385,17,SUPLENTE
210000008386,220,SUPLENTE
210000008387,100,SUPLENTE
210000008388,2,SUPLENTE
210000008389,542,SUPLENTE
210000008390,157,SUPLENTE
210000008391,17,SUPLENTE
210000008392,196,SUPLENTE
210000008394,1539,ELEITO POR QP
210000008395,103,SUPLENTE
210000008396,45,SUPLENTE
210000008398,325,SUPLENTE
210000008399,345,SUPLENTE
210000008400,629,SUPLENTE
210000008401,1202,ELEITO POR QP
210000008402,438,SUPLENTE
210000008403,149,SUPLENTE
210000008404,749,ELEITO POR QP
210000008405,63,SUPLENTE
210000008406,137,SUPLENTE
210000008407,27,SUPLENTE
210000008408,355,SUPLENTE
210000008409,40,SUPLENTE
210000008410,1692,ELEITO POR QP
210000008411,235,SUPLENTE
210000008412,206,SUPLENTE
210000008413,246,SUPLENTE
210000008414,707,ELEITO POR MÉDIA
210000008415,786,ELEITO POR QP
210000008417,11568,ELEITO
210000008418,1273,ELEITO
210000008420,70,SUPLENTE
210000008421,73,SUPLENTE
210000008422,215,ELEITO POR QP
210000008423,78,SUPLENTE
210000008424,32,SUPLENTE
210000008425,21,SUPLENTE
210000008426,44,SUPLENTE
210000008427,96,ELEITO POR MÉDIA
210000008428,27,SUPLENTE
210000008429,25,SUPLENTE
210000008430,78,SUPLENTE
210000008431,36,SUPLENTE
210000008432,100,ELEITO POR QP
210000008433,21,SUPLENTE
210000008434,97,ELEITO POR QP
210000008435,104,ELEITO POR QP
210000008436,2930,NÃO ELEITO
210000008438,5,SUPLENTE
210000008439,199,ELEITO POR QP
210000008440,163,ELEITO POR QP
210000008441,166,ELEITO POR QP
210000008442,150,SUPLENTE
210000008443,242,ELEITO POR QP
210000008444,15,SUPLENTE
210000008445,83,SUPLENTE
210000008446,121,SUPLENTE
210000008447,153,ELEITO POR QP
210000008448,38,SUPLENTE
210000008449,10,SUPLENTE
210000008451,1301,ELEITO
210000008452,168,SUPLENTE
210000008453,81,SUPLENTE
210000008454,50,SUPLENTE
210000008455,106,SUPLENTE
210000008456,162,SUPLENTE
210000008457,28,SUPLENTE
210000008458,104,SUPLENTE
210000008459,19,SUPLENTE
210000008460,245,ELEITO POR QP
210000008461,115,SUPLENTE
210000008462,100,SUPLENTE
210000008463,22,SUPLENTE
210000008464,146,SUPLENTE
210000008465,292,ELEITO POR QP
210000008466,187,ELEITO POR QP
210000008467,75,SUPLENTE
210000008468,150,ELEITO POR QP
210000008469,163,ELEITO POR QP
210000008470,39,SUPLENTE
210000008472,988,NÃO ELEITO
210000008473,918,SUPLENTE
210000008474,873,SUPLENTE
210000008475,413,SUPLENTE
210000008476,790,SUPLENTE
210000008477,140,SUPLENTE
210000008478,491,SUPLENTE
210000008479,577,SUPLENTE
210000008480,23,SUPLENTE
210000008481,231,SUPLENTE
210000008482,120,SUPLENTE
210000008484,53,SUPLENTE
210000008485,1325,ELEITO POR QP
210000008486,390,SUPLENTE
210000008487,180,SUPLENTE
210000008488,369,SUPLENTE
210000008489,102,SUPLENTE
210000008490,1376,ELEITO POR QP
210000008491,1035,ELEITO POR MÉDIA
210000008492,399,SUPLENTE
210000008493,212,SUPLENTE
210000008494,32,SUPLENTE
210000008495,898,SUPLENTE
210000008496,490,SUPLENTE
210000008497,7,SUPLENTE
210000008498,135,SUPLENTE
210000008499,137,SUPLENTE
210000008500,562,ELEITO POR QP
210000008501,57,SUPLENTE
210000008502,103,SUPLENTE
210000008503,81,SUPLENTE
210000008504,28,SUPLENTE
210000008505,92,SUPLENTE
210000008506,111,SUPLENTE
210000008507,126,SUPLENTE
210000008508,24,SUPLENTE
210000008509,110,SUPLENTE
210000008510,130,SUPLENTE
210000008511,81,SUPLENTE
210000008512,230,SUPLENTE
210000008513,316,SUPLENTE
210000008514,383,ELEITO POR QP
210000008515,67,SUPLENTE
210000008516,31,SUPLENTE
210000008517,75,SUPLENTE
210000008518,72,SUPLENTE
210000008519,29,SUPLENTE
210000008520,3,SUPLENTE
210000008521,176,SUPLENTE
210000008522,476,SUPLENTE
210000008523,190,SUPLENTE
210000008524,59,SUPLENTE
210000008525,344,SUPLENTE
210000008526,53,SUPLENTE
210000008527,110,SUPLENTE
210000008528,1074,ELEITO POR QP
210000008529,623,SUPLENTE
210000008530,984,ELEITO POR QP
210000008531,252,SUPLENTE
210000008532,91,SUPLENTE
210000008533,245,SUPLENTE
210000008534,874,ELEITO POR MÉDIA
210000008535,794,SUPLENTE
210000008536,47,SUPLENTE
210000008537,320,SUPLENTE
210000008538,178,SUPLENTE
210000008539,67,SUPLENTE
210000008540,135,SUPLENTE
210000008541,206,SUPLENTE
210000008542,2,SUPLENTE
210000008543,556,SUPLENTE
210000008544,982,ELEITO POR QP
210000008545,51,SUPLENTE
210000008546,44,SUPLENTE
210000008547,81,SUPLENTE
210000008548,75,SUPLENTE
210000008549,514,SUPLENTE
210000008550,31,SUPLENTE
210000008551,161,SUPLENTE
210000008552,163,SUPLENTE
210000008553,226,SUPLENTE
210000008554,569,ELEITO POR QP
210000008555,24,SUPLENTE
210000008556,67,SUPLENTE
210000008557,212,SUPLENTE
210000008558,221,SUPLENTE
210000008560,51,SUPLENTE
210000008561,382,SUPLENTE
210000008562,491,SUPLENTE
210000008563,73,SUPLENTE
210000008564,58,SUPLENTE
210000008565,97,SUPLENTE
210000008566,15,SUPLENTE
210000008567,18,SUPLENTE
210000008568,171,SUPLENTE
210000008569,298,SUPLENTE
210000008570,24,SUPLENTE
210000008571,217,ELEITO POR QP
210000008572,164,SUPLENTE
210000008573,101,SUPLENTE
210000008574,1798,ELEITO
210000008575,2,SUPLENTE
210000008576,288,ELEITO POR QP
210000008577,73,SUPLENTE
210000008578,286,ELEITO POR QP
210000008579,301,ELEITO POR QP
210000008580,11,SUPLENTE
210000008581,189,ELEITO POR QP
210000008582,40,SUPLENTE
210000008584,155,SUPLENTE
210000008585,68,SUPLENTE
210000008586,162,SUPLENTE
210000008587,156,SUPLENTE
210000008588,231,SUPLENTE
210000008589,56,SUPLENTE
210000008590,480,SUPLENTE
210000008591,528,SUPLENTE
210000008592,1031,SUPLENTE
210000008593,51,SUPLENTE
210000008595,196,SUPLENTE
210000008596,128,SUPLENTE
210000008597,32,SUPLENTE
210000008598,130,SUPLENTE
210000008599,41,SUPLENTE
210000008600,89,SUPLENTE
210000008601,1738,ELEITO POR MÉDIA
210000008602,192,SUPLENTE
210000008603,2034,ELEITO POR QP
210000008604,13,SUPLENTE
210000008605,37,SUPLENTE
210000008606,953,ELEITO
210000008607,190,ELEITO POR QP
210000008608,25,SUPLENTE
210000008609,10,SUPLENTE
210000008610,132,ELEITO POR QP
210000008611,152,ELEITO POR QP
210000008612,114,ELEITO POR MÉDIA
210000008613,103,SUPLENTE
210000008614,42,SUPLENTE
210000008615,110,SUPLENTE
210000008616,36,SUPLENTE
210000008618,259,ELEITO POR MÉDIA
210000008619,479,ELEITO POR QP
210000008620,104,SUPLENTE
210000008621,17,SUPLENTE
210000008622,8,SUPLENTE
210000008623,4,SUPLENTE
210000008624,134,SUPLENTE
210000008625,107,SUPLENTE
210000008626,47,SUPLENTE
210000008627,165,SUPLENTE
210000008628,30,SUPLENTE
210000008629,142,SUPLENTE
210000008630,225,ELEITO POR MÉDIA
210000008631,179,SUPLENTE
210000008632,469,ELEITO POR QP
210000008635,99,SUPLENTE
210000008636,19,SUPLENTE
210000008637,344,ELEITO POR QP
210000008638,9,SUPLENTE
210000008639,14,SUPLENTE
210000008640,235,SUPLENTE
210000008642,364,SUPLENTE
210000008643,79,SUPLENTE
210000008644,177,SUPLENTE
210000008645,27,SUPLENTE
210000008646,109,SUPLENTE
210000008647,259,SUPLENTE
210000008648,396,ELEITO POR MÉDIA
210000008649,179,SUPLENTE
210000008650,556,ELEITO POR QP
210000008651,188,SUPLENTE
210000008652,1,SUPLENTE
210000008654,89,SUPLENTE
210000008655,176,SUPLENTE
210000008656,9,SUPLENTE
210000008657,1094,ELEITO POR QP
210000008658,1910,ELEITO POR QP
210000008659,3248,ELEITO POR QP
210000008660,1075,ELEITO POR MÉDIA
210000008661,453,SUPLENTE
210000008662,583,SUPLENTE
210000008663,630,SUPLENTE
210000008664,1162,ELEITO POR QP
210000008665,410,SUPLENTE
210000008666,282,SUPLENTE
210000008667,890,SUPLENTE
210000008668,23,SUPLENTE
210000008669,470,SUPLENTE
210000008670,332,SUPLENTE
210000008671,653,SUPLENTE
210000008672,654,SUPLENTE
210000008673,1451,ELEITO POR QP
210000008674,443,SUPLENTE
210000008675,103,SUPLENTE
210000008676,242,SUPLENTE
210000008677,451,SUPLENTE
210000008678,572,SUPLENTE
210000008679,488,SUPLENTE
210000008680,89,SUPLENTE
210000008681,960,ELEITO POR MÉDIA
210000008682,153,SUPLENTE
210000008683,241,SUPLENTE
210000008684,199,SUPLENTE
210000008685,305,SUPLENTE
210000008686,67,SUPLENTE
210000008687,42,SUPLENTE
210000008688,346,ELEITO POR QP
210000008689,104,SUPLENTE
210000008690,153,SUPLENTE
210000008691,38,SUPLENTE
210000008692,42,SUPLENTE
210000008693,10,SUPLENTE
210000008694,38,SUPLENTE
210000008695,245,ELEITO POR MÉDIA
210000008696,86,SUPLENTE
210000008697,230,SUPLENTE
210000008698,96,SUPLENTE
210000008700,260,ELEITO POR QP
210000008701,2800,ELEITO
210000008702,308,ELEITO POR QP
210000008703,224,SUPLENTE
210000008705,24,SUPLENTE
210000008706,683,SUPLENTE
210000008707,249,SUPLENTE
210000008708,277,SUPLENTE
210000008709,538,SUPLENTE
210000008710,126,SUPLENTE
210000008711,206,SUPLENTE
210000008712,1973,ELEITO POR MÉDIA
210000008713,1277,SUPLENTE
210000008714,2121,ELEITO POR QP
210000008715,165,SUPLENTE
210000008716,215,SUPLENTE
210000008717,208,SUPLENTE
210000008718,221,SUPLENTE
210000008719,396,SUPLENTE
210000008720,233,SUPLENTE
210000008721,57,SUPLENTE
210000008722,58,SUPLENTE
210000008723,271,SUPLENTE
210000008724,39,SUPLENTE
210000008725,68,SUPLENTE
210000008726,1565,SUPLENTE
210000008727,251,SUPLENTE
210000008728,1151,SUPLENTE
210000008729,5481,ELEITO POR QP
210000008730,1837,SUPLENTE
210000008731,430,SUPLENTE
210000008732,293,SUPLENTE
210000008733,66,SUPLENTE
210000008734,82,SUPLENTE
210000008735,73,SUPLENTE
210000008736,1514,SUPLENTE
210000008737,70,SUPLENTE
210000008738,814,SUPLENTE
210000008739,1587,SUPLENTE
210000008740,863,SUPLENTE
210000008741,116523,2º TURNO
210000008743,496,SUPLENTE
210000008744,572,SUPLENTE
210000008745,171,SUPLENTE
210000008746,48,SUPLENTE
210000008747,2008,ELEITO POR MÉDIA
210000008748,255,SUPLENTE
210000008749,2201,ELEITO POR QP
210000008750,426,SUPLENTE
210000008751,88,SUPLENTE
210000008752,935,SUPLENTE
210000008753,583,SUPLENTE
210000008754,321,SUPLENTE
210000008756,80,SUPLENTE
210000008757,9,SUPLENTE
210000008758,245,SUPLENTE
210000008759,1487,SUPLENTE
210000008760,60,SUPLENTE
210000008761,141,SUPLENTE
210000008762,808,SUPLENTE
210000008763,211,SUPLENTE
210000008764,30,SUPLENTE
210000008765,2564,ELEITO POR QP
210000008766,363,SUPLENTE
210000008767,1562,SUPLENTE
210000008768,759,SUPLENTE
210000008769,4215,ELEITO POR QP
210000008770,661,SUPLENTE
210000008771,73,SUPLENTE
210000008772,135,SUPLENTE
210000008773,1236,SUPLENTE
210000008774,781,ELEITO POR QP
210000008775,333,SUPLENTE
210000008776,114,SUPLENTE
210000008777,108,SUPLENTE
210000008778,22,SUPLENTE
210000008779,72,SUPLENTE
210000008780,264,SUPLENTE
210000008781,14,SUPLENTE
210000008782,253,SUPLENTE
210000008783,79,SUPLENTE
210000008784,448,SUPLENTE
210000008785,256,SUPLENTE
210000008786,536,ELEITO POR MÉDIA
210000008787,17,SUPLENTE
210000008788,526,SUPLENTE
210000008789,356,SUPLENTE
210000008790,0,SUPLENTE
210000008791,14,SUPLENTE
210000008792,6,SUPLENTE
210000008793,95,SUPLENTE
210000008794,3,SUPLENTE
210000008795,4,SUPLENTE
210000008796,18,SUPLENTE
210000008797,70,SUPLENTE
210000008798,111,ELEITO POR QP
210000008799,6,SUPLENTE
210000008800,106,SUPLENTE
210000008801,5,SUPLENTE
210000008802,163,ELEITO POR QP
210000008803,100,SUPLENTE
210000008804,102,SUPLENTE
210000008805,137,ELEITO POR MÉDIA
210000008807,192,ELEITO POR QP
210000008808,28,SUPLENTE
210000008809,143,ELEITO POR QP
210000008810,149,ELEITO POR QP
210000008811,4,SUPLENTE
210000008812,41,SUPLENTE
210000008814,4,SUPLENTE
210000008816,999,NÃO ELEITO
210000008842,85505,ELEITO
210000008844,1780,ELEITO
210000008846,84,SUPLENTE
210000008847,185,ELEITO POR QP
210000008848,176,ELEITO POR QP
210000008849,205,ELEITO POR QP
210000008850,129,SUPLENTE
210000008851,217,ELEITO POR QP
210000008852,67,SUPLENTE
210000008853,160,SUPLENTE
210000008854,170,SUPLENTE
210000008855,62,SUPLENTE
210000008856,27,SUPLENTE
210000008857,110,SUPLENTE
210000008858,101,SUPLENTE
210000008859,9,SUPLENTE
210000008860,511,NÃO ELEITO
210000008862,185,ELEITO POR QP
210000008863,18,SUPLENTE
210000008864,11,SUPLENTE
210000008865,42,SUPLENTE
210000008866,98,ELEITO POR MÉDIA
210000008867,2,SUPLENTE
210000008868,743,ELEITO POR MÉDIA
210000008869,48,SUPLENTE
210000008870,71,SUPLENTE
210000008871,90,SUPLENTE
210000008873,929,ELEITO POR QP
210000008874,766,ELEITO POR QP
210000008875,331,SUPLENTE
210000008876,307,SUPLENTE
210000008877,264,SUPLENTE
210000008878,21,SUPLENTE
210000008879,78,SUPLENTE
210000008880,30,SUPLENTE
210000008881,33,SUPLENTE
210000008882,46,SUPLENTE
210000008883,50,SUPLENTE
210000008884,55,SUPLENTE
210000008885,320,SUPLENTE
210000008886,168,SUPLENTE
210000008887,26,SUPLENTE
210000008888,128,SUPLENTE
210000008889,170,ELEITO POR MÉDIA
210000008890,91,SUPLENTE
210000008891,222,ELEITO POR QP
210000008892,66,SUPLENTE
210000008893,345,ELEITO POR QP
