SQ_CANDIDATO,ANO_ELEICAO,SG_UE,NM_UE,CD_CARGO,DS_CARGO,NM_CANDIDATO,CD_GENERO,DS_GENERO,CD_GRAU_INSTRUCAO,DS_GRAU_INSTRUCAO,CD_COR_RACA,DS_COR_RACA
210000024707,2016,88013,PORTO ALEGRE,13,VEREADOR,ADRIANA TEREZINHA MACHADO DA SILVEIRA,4,FEMININO,7,SUPERIOR INCOMPLETO,1,BRANCA
210000024670,2016,88013,PORTO ALEGRE,13,VEREADOR,JOSE ANTONIO PUERTA RODRIGUES,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000016319,2016,88013,PORTO ALEGRE,13,VEREADOR,PABLO FRAGA MENDES RIBEIRO,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000024147,2016,88013,PORTO ALEGRE,13,VEREADOR,ANGELA MARIA LOPES DE FREITAS PINTO,4,FEMININO,8,SUPERIOR COMPLETO,1,BRANCA
210000030579,2016,88013,PORTO ALEGRE,13,VEREADOR,RUDINEI MENEZES,2,MASCULINO,4,ENSINO FUNDAMENTAL COMPLETO,3,PARDA
210000009223,2016,88013,PORTO ALEGRE,13,VEREADOR,FELIPE ZORTEA CAMOZZATO,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000030602,2016,88013,PORTO ALEGRE,13,VEREADOR,DEBORA REGINA SOUZA RIBEIRO,4,FEMININO,8,SUPERIOR COMPLETO,1,BRANCA
210000009231,2016,88013,PORTO ALEGRE,13,VEREADOR,ROSANGELA DA SILVA NECTOUX,4,FEMININO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
210000023961,2016,88013,PORTO ALEGRE,13,VEREADOR,JOÃO CARLOS CAVALHEIRO NEDEL,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000010502,2016,88013,PORTO ALEGRE,13,VEREADOR,ALDACIR JOSE OLIBONI,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000030570,2016,88013,PORTO ALEGRE,13,VEREADOR,MARA REGINA ROLIN DE OLIVEIRA,4,FEMININO,4,ENSINO FUNDAMENTAL COMPLETO,3,PARDA
210000010480,2016,88013,PORTO ALEGRE,13,VEREADOR,LEONEL GUTERRES RADDE,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000030564,2016,88013,PORTO ALEGRE,13,VEREADOR,CAROLINA LEÃO PROCÓPIO,4,FEMININO,7,SUPERIOR INCOMPLETO,2,PRETA
210000024697,2016,88013,PORTO ALEGRE,13,VEREADOR,RITA DE CASSIA FONSECA,4,FEMININO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
210000004084,2016,88013,PORTO ALEGRE,13,VEREADOR,FÁBIO DULLIUS,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000024154,2016,88013,PORTO ALEGRE,13,VEREADOR,CARLOS ALEXANDRE VARGAS DE ANDRADES,2,MASCULINO,4,ENSINO FUNDAMENTAL COMPLETO,2,PRETA
210000023950,2016,88013,PORTO ALEGRE,13,VEREADOR,DEIVID BERED SALDANHA,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
210000006970,2016,88013,PORTO ALEGRE,13,VEREADOR,ROBERTO SCHNEIDER SEITENFUS,2,MASCULINO,7,SUPERIOR INCOMPLETO,1,BRANCA
210000006965,2016,88013,PORTO ALEGRE,13,VEREADOR,PABLO JEREMIAS WEISS GONCALVES,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000024162,2016,88013,PORTO ALEGRE,13,VEREADOR,ALTIVA MACHADO DE OLIVEIRA,4,FEMININO,2,LÊ E ESCREVE,4,AMARELA
210000030976,2016,88013,PORTO ALEGRE,13,VEREADOR,LUIZ DELVAIR MARTINS BARROS,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
210000021065,2016,88013,PORTO ALEGRE,13,VEREADOR,VALQUIRIA RODRIGUES FRANÇOIS,4,FEMININO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
210000023957,2016,88013,PORTO ALEGRE,13,VEREADOR,ADELAR ROGERIO DE LIMA MARQUES,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000022253,2016,88013,PORTO ALEGRE,13,VEREADOR,GILNEI ANGELO GROLLI,2,MASCULINO,4,ENSINO FUNDAMENTAL COMPLETO,1,BRANCA
210000033217,2016,88013,PORTO ALEGRE,13,VEREADOR,LUCIO RENATO DE FRAGA BRUSCH,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000009230,2016,88013,PORTO ALEGRE,13,VEREADOR,ROMEU GRASS DE MEDEIROS,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,2,PRETA
210000023934,2016,88013,PORTO ALEGRE,13,VEREADOR,ANGÉLICA CAETANO DA SILVA CARDOSO,4,FEMININO,8,SUPERIOR COMPLETO,1,BRANCA
210000022232,2016,88013,PORTO ALEGRE,13,VEREADOR,MICHELLE FLORES DIESEL,4,FEMININO,8,SUPERIOR COMPLETO,1,BRANCA
210000021059,2016,88013,PORTO ALEGRE,13,VEREADOR,GRAZIELLE DA SILVA COSTA,4,FEMININO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
210000021082,2016,88013,PORTO ALEGRE,13,VEREADOR,ANA KAREN GONZALEZ SAFONS,4,FEMININO,8,SUPERIOR COMPLETO,1,BRANCA
210000016334,2016,88013,PORTO ALEGRE,13,VEREADOR,CHRISTOPHER BELCHIOR GOULART,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000024149,2016,88013,PORTO ALEGRE,13,VEREADOR,ANTONIO MARCELO PACHECO DE SOUZA,2,MASCULINO,2,LÊ E ESCREVE,1,BRANCA
210000016311,2016,88013,PORTO ALEGRE,13,VEREADOR,PAULO MARQUES DOS REIS,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000025579,2016,88013,PORTO ALEGRE,13,VEREADOR,JUAN CÉSAR BUHLER SAVEDRA,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000006971,2016,88013,PORTO ALEGRE,13,VEREADOR,CARLOS ROBERTO DE SOUZA ROBAINA,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000006968,2016,88013,PORTO ALEGRE,13,VEREADOR,RENATO MORELI GUIMARAES,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000006946,2016,88013,PORTO ALEGRE,13,VEREADOR,FERNANDA MELCHIONNA E SILVA,4,FEMININO,8,SUPERIOR COMPLETO,1,BRANCA
210000027921,2016,88013,PORTO ALEGRE,13,VEREADOR,JOICE ELENE MENDONÇA RODRIGUES,4,FEMININO,5,ENSINO MÉDIO INCOMPLETO,1,BRANCA
210000023947,2016,88013,PORTO ALEGRE,13,VEREADOR,YHONRAZ SOSNOWSKI DE BOER,2,MASCULINO,7,SUPERIOR INCOMPLETO,1,BRANCA
210000023971,2016,88013,PORTO ALEGRE,13,VEREADOR,MATHEUS CRUZ AYRES,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000032997,2016,88013,PORTO ALEGRE,13,VEREADOR,LUANA NAHALA DE LUCENA BRUNET,4,FEMININO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
210000006927,2016,88013,PORTO ALEGRE,11,PREFEITO,LUCIANA KREBS GENRO,4,FEMININO,8,SUPERIOR COMPLETO,1,BRANCA
210000018053,2016,88013,PORTO ALEGRE,13,VEREADOR,LUIS AFONSO MARTINS,2,MASCULINO,4,ENSINO FUNDAMENTAL COMPLETO,1,BRANCA
210000021053,2016,88013,PORTO ALEGRE,13,VEREADOR,CARLOS ALBERTO RODRIGO BONEBERG MALMANN,2,MASCULINO,7,SUPERIOR INCOMPLETO,1,BRANCA
210000016330,2016,88013,PORTO ALEGRE,13,VEREADOR,LUIS LUCIANO BUENO DA SILVA,2,MASCULINO,7,SUPERIOR INCOMPLETO,2,PRETA
210000023973,2016,88013,PORTO ALEGRE,13,VEREADOR,RAMIRO STALLBAUM ROSÁRIO,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000022228,2016,88013,PORTO ALEGRE,13,VEREADOR,NEUSA MARIA CHARÃO DE SOUZA,4,FEMININO,4,ENSINO FUNDAMENTAL COMPLETO,1,BRANCA
210000006947,2016,88013,PORTO ALEGRE,13,VEREADOR,FRANCISCO CARLOS BARBOZA,2,MASCULINO,4,ENSINO FUNDAMENTAL COMPLETO,1,BRANCA
210000018058,2016,88013,PORTO ALEGRE,13,VEREADOR,KARINA RODRIGUES BARBOSA,4,FEMININO,8,SUPERIOR COMPLETO,2,PRETA
210000032518,2016,88013,PORTO ALEGRE,13,VEREADOR,CARLOS AMILTO RODRIGUES TELLES,2,MASCULINO,4,ENSINO FUNDAMENTAL COMPLETO,2,PRETA
210000016331,2016,88013,PORTO ALEGRE,13,VEREADOR,JOÃO ANTONIO PANCINHA DA COSTA,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000006961,2016,88013,PORTO ALEGRE,13,VEREADOR,MARILAINE RIBEIRO DE OLIVEIRA,4,FEMININO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
210000023951,2016,88013,PORTO ALEGRE,13,VEREADOR,DARCI JOSE DA SILVA,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000023968,2016,88013,PORTO ALEGRE,13,VEREADOR,CARLOS HENRIQUE BASTOS DAVILA,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000024144,2016,88013,PORTO ALEGRE,13,VEREADOR,PEDRO MAURO FRAGA DA ROSA,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,2,PRETA
210000022239,2016,88013,PORTO ALEGRE,13,VEREADOR,RODRIGO FARIAS DOS REIS,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000030591,2016,88013,PORTO ALEGRE,13,VEREADOR,GUSTAVO GOERCK BITTENCOURT,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
210000010497,2016,88013,PORTO ALEGRE,13,VEREADOR,RITA TERESINHA DOS SANTOS TODESCHINI,4,FEMININO,8,SUPERIOR COMPLETO,1,BRANCA
210000016298,2016,88013,PORTO ALEGRE,13,VEREADOR,ALCIBIO MESQUITA BIBO NUNES,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000009229,2016,88013,PORTO ALEGRE,13,VEREADOR,MATHEUS SPERRY PEREIRA,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000022246,2016,88013,PORTO ALEGRE,13,VEREADOR,MAURO JOSÉ HIDALGO GARCIA,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000006937,2016,88013,PORTO ALEGRE,13,VEREADOR,BRENO ANTONIO RIZZON FILHO,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000006932,2016,88013,PORTO ALEGRE,13,VEREADOR,ALDO LUIS RABELO CARLOS,2,MASCULINO,5,ENSINO MÉDIO INCOMPLETO,1,BRANCA
210000027919,2016,88013,PORTO ALEGRE,13,VEREADOR,ALAN PITTER MATOS NEPOMUCENO,2,MASCULINO,7,SUPERIOR INCOMPLETO,1,BRANCA
210000006952,2016,88013,PORTO ALEGRE,13,VEREADOR,JORGE DILSON RIGOLI,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
210000024161,2016,88013,PORTO ALEGRE,13,VEREADOR,DANIEL RODRIGUES DA SILVA,2,MASCULINO,2,LÊ E ESCREVE,2,PRETA
210000030551,2016,88013,PORTO ALEGRE,13,VEREADOR,DENIS SCHWARTZ,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000024688,2016,88013,PORTO ALEGRE,13,VEREADOR,JULIO COSTA JARDIM,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,3,PARDA
210000024145,2016,88013,PORTO ALEGRE,13,VEREADOR,WILLY ADOLFO SCHNEIDER,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000024648,2016,88013,PORTO ALEGRE,13,VEREADOR,JOAO BATISTA SOARES DA LUZ,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
210000024160,2016,88013,PORTO ALEGRE,13,VEREADOR,CLAUDETE REGINA MAYER VALAU,4,FEMININO,5,ENSINO MÉDIO INCOMPLETO,1,BRANCA
210000024151,2016,88013,PORTO ALEGRE,13,VEREADOR,THIAGO KOTULA BRONDANI,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000024651,2016,88013,PORTO ALEGRE,13,VEREADOR,RODRIGO MARINI MARONI,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
210000030593,2016,88013,PORTO ALEGRE,13,VEREADOR,SANDRA REGINA GASTON,4,FEMININO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
210000024685,2016,88013,PORTO ALEGRE,13,VEREADOR,DILTON RODRIGUES DE MARTINS,2,MASCULINO,7,SUPERIOR INCOMPLETO,1,BRANCA
210000030567,2016,88013,PORTO ALEGRE,13,VEREADOR,THIAGO CHRISTIAN RITTER,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
210000010472,2016,88013,PORTO ALEGRE,13,VEREADOR,JOSÉ DORLEY DOS SANTOS,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
210000010501,2016,88013,PORTO ALEGRE,13,VEREADOR,CAROLINA DUARTE,4,FEMININO,5,ENSINO MÉDIO INCOMPLETO,1,BRANCA
210000016316,2016,88013,PORTO ALEGRE,13,VEREADOR,CAMILA REINELLI,4,FEMININO,8,SUPERIOR COMPLETO,1,BRANCA
210000018056,2016,88013,PORTO ALEGRE,11,PREFEITO,JULIO CEZAR LEIRIAS FLORES,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000016303,2016,88013,PORTO ALEGRE,13,VEREADOR,NADIA RODRIGUES SILVEIRA GERHARD,4,FEMININO,8,SUPERIOR COMPLETO,1,BRANCA
210000024678,2016,88013,PORTO ALEGRE,13,VEREADOR,JOSE ODIL LOPES DOS SANTOS,2,MASCULINO,5,ENSINO MÉDIO INCOMPLETO,1,BRANCA
210000024165,2016,88013,PORTO ALEGRE,13,VEREADOR,MARCELO ARAUJO SPERINDE,2,MASCULINO,4,ENSINO FUNDAMENTAL COMPLETO,1,BRANCA
210000021751,2016,88013,PORTO ALEGRE,11,PREFEITO,MAURICIO ALEXANDRE DZIEDRICKI,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000004087,2016,88013,PORTO ALEGRE,13,VEREADOR,MAURÍCIO NUNES SANTOS,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
210000024132,2016,88013,PORTO ALEGRE,13,VEREADOR,MÁRCIA REGINA DA SILVA,4,FEMININO,7,SUPERIOR INCOMPLETO,1,BRANCA
210000024646,2016,88013,PORTO ALEGRE,13,VEREADOR,CLÁUDIO RENATO GUIMARÃES DA SILVA,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
210000024654,2016,88013,PORTO ALEGRE,13,VEREADOR,LUIS HENRIQUE CAMPOS VICENTE,2,MASCULINO,4,ENSINO FUNDAMENTAL COMPLETO,1,BRANCA
210000024687,2016,88013,PORTO ALEGRE,13,VEREADOR,JORGE DOS SANTOS BAGESTEIRO,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000032814,2016,88013,PORTO ALEGRE,13,VEREADOR,JOAES LISANDRO DE MELLO SOARES,2,MASCULINO,4,ENSINO FUNDAMENTAL COMPLETO,1,BRANCA
210000031059,2016,88013,PORTO ALEGRE,13,VEREADOR,CLAUDELAINE SOARES BRUM,4,FEMININO,8,SUPERIOR COMPLETO,1,BRANCA
210000023948,2016,88013,PORTO ALEGRE,13,VEREADOR,PEDRO FERNANDO DA ROCHA FARIA,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000024653,2016,88013,PORTO ALEGRE,13,VEREADOR,LUISNEI DA SILVA VARGAS,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,2,PRETA
210000030557,2016,88013,PORTO ALEGRE,13,VEREADOR,PAULO JESSÉ DA SILVA MARTINS,2,MASCULINO,4,ENSINO FUNDAMENTAL COMPLETO,1,BRANCA
210000032936,2016,88013,PORTO ALEGRE,13,VEREADOR,SOLANGE QUADROS DOS SANTOS,4,FEMININO,8,SUPERIOR COMPLETO,1,BRANCA
210000010489,2016,88013,PORTO ALEGRE,13,VEREADOR,YURI SANTANNA DOS SANTOS,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000016314,2016,88013,PORTO ALEGRE,13,VEREADOR,ANTONIO CARLOS MORAES DUARTE,2,MASCULINO,7,SUPERIOR INCOMPLETO,2,PRETA
210000022219,2016,88013,PORTO ALEGRE,13,VEREADOR,GLADIS DE SOUZA COUTO,4,FEMININO,7,SUPERIOR INCOMPLETO,1,BRANCA
210000024163,2016,88013,PORTO ALEGRE,13,VEREADOR,PEDRO CLAUDIO PANDOLFO,2,MASCULINO,3,ENSINO FUNDAMENTAL INCOMPLETO,1,BRANCA
210000023970,2016,88013,PORTO ALEGRE,13,VEREADOR,GUILHERME RANGEL PARADEDA,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000006966,2016,88013,PORTO ALEGRE,13,VEREADOR,PAULA FERREIRA ALVES,4,FEMININO,8,SUPERIOR COMPLETO,1,BRANCA
210000024170,2016,88013,PORTO ALEGRE,13,VEREADOR,MARY TAVARES MENDES,4,FEMININO,4,ENSINO FUNDAMENTAL COMPLETO,1,BRANCA
210000030797,2016,88013,PORTO ALEGRE,13,VEREADOR,GISELE DE CÁSSIA FLECK,4,FEMININO,8,SUPERIOR COMPLETO,1,BRANCA
210000030555,2016,88013,PORTO ALEGRE,13,VEREADOR,LAILA MARIA SOUZA DE ARAUJO,4,FEMININO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
210000006933,2016,88013,PORTO ALEGRE,13,VEREADOR,ALEXSANDER FRAGA DA SILVA,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000021047,2016,88013,PORTO ALEGRE,13,VEREADOR,ENZO STEFANI BRETOS,2,MASCULINO,7,SUPERIOR INCOMPLETO,1,BRANCA
210000021056,2016,88013,PORTO ALEGRE,13,VEREADOR,HILARIO COSTA DE OLIVEIRA,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000025581,2016,88013,PORTO ALEGRE,13,VEREADOR,VINICIUS DE FRANCESCHI,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000024664,2016,88013,PORTO ALEGRE,13,VEREADOR,HELENA CRISTINA BORGES,4,FEMININO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
210000033218,2016,88013,PORTO ALEGRE,13,VEREADOR,DENISE FERRAZ DA SILVA,4,FEMININO,3,ENSINO FUNDAMENTAL INCOMPLETO,1,BRANCA
210000021066,2016,88013,PORTO ALEGRE,13,VEREADOR,LUCIANO DA SILVEIRA ALVES,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
210000021071,2016,88013,PORTO ALEGRE,13,VEREADOR,VALNEY LUIZ VARGAS DA SILVA,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000003439,2016,88013,PORTO ALEGRE,11,PREFEITO,RAUL JORGE ANGLADA PONT,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000023982,2016,88013,PORTO ALEGRE,13,VEREADOR,MOISES DA SILVA BARBOZA,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000030808,2016,88013,PORTO ALEGRE,13,VEREADOR,JOSÉ CARLOS RODRIGUES DE OLIVEIRA,2,MASCULINO,5,ENSINO MÉDIO INCOMPLETO,2,PRETA
210000024714,2016,88013,PORTO ALEGRE,13,VEREADOR,CAROLINA DA SILVA FERREIRA,4,FEMININO,8,SUPERIOR COMPLETO,1,BRANCA
210000010478,2016,88013,PORTO ALEGRE,13,VEREADOR,DANIEL FORTUNA DAMIANI,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000006929,2016,88013,PORTO ALEGRE,13,VEREADOR,ARILTON SERAFIM CARDOSO,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
210000027916,2016,88013,PORTO ALEGRE,13,VEREADOR,JORGE ANTONIO DE OLIVEIRA LEITE,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
210000006977,2016,88013,PORTO ALEGRE,13,VEREADOR,ANTONIO MARIA MELGAREJO SALDANHA,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
210000021078,2016,88013,PORTO ALEGRE,13,VEREADOR,FABIO JOSE DUARTE VERÇOZA,2,MASCULINO,8,SUPERIOR COMPLETO,2,PRETA
210000021063,2016,88013,PORTO ALEGRE,13,VEREADOR,CLAUDIA DE FREITAS PERUZZATO,4,FEMININO,8,SUPERIOR COMPLETO,1,BRANCA
210000024711,2016,88013,PORTO ALEGRE,13,VEREADOR,EMERSON DE PAULA,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
210000023983,2016,88013,PORTO ALEGRE,13,VEREADOR,HENRY CICILIANI COSTA VENTURA,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000016345,2016,88013,PORTO ALEGRE,13,VEREADOR,MAURO CESAR ZACHER,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000024143,2016,88013,PORTO ALEGRE,13,VEREADOR,ANDREIA NAIR CARDOSO,4,FEMININO,3,ENSINO FUNDAMENTAL INCOMPLETO,1,BRANCA
210000022241,2016,88013,PORTO ALEGRE,13,VEREADOR,VITORINO BASEGGIO,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000010494,2016,88013,PORTO ALEGRE,13,VEREADOR,REGINETE SOUZA BISPO,4,FEMININO,8,SUPERIOR COMPLETO,2,PRETA
210000024167,2016,88013,PORTO ALEGRE,13,VEREADOR,CLAUDIO LEANDRO DA SILVA,2,MASCULINO,2,LÊ E ESCREVE,1,BRANCA
210000009227,2016,88013,PORTO ALEGRE,13,VEREADOR,RAQUEL FABIANE WERNER,4,FEMININO,8,SUPERIOR COMPLETO,1,BRANCA
210000022237,2016,88013,PORTO ALEGRE,13,VEREADOR,SILVIO LUCIANO DA SILVA RIBEIRO,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000016350,2016,88013,PORTO ALEGRE,13,VEREADOR,VANESSA KREITCHMANN HOLLANDA CAVALCANTI,4,FEMININO,7,SUPERIOR INCOMPLETO,1,BRANCA
210000023937,2016,88013,PORTO ALEGRE,13,VEREADOR,DILVA INÊS CAMARGO,4,FEMININO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
210000016326,2016,88013,PORTO ALEGRE,13,VEREADOR,GUILHERME MAGRINELLI GONÇALVES,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000010491,2016,88013,PORTO ALEGRE,13,VEREADOR,VERA BEATRIZ SOARES,4,FEMININO,6,ENSINO MÉDIO COMPLETO,2,PRETA
210000032973,2016,88013,PORTO ALEGRE,13,VEREADOR,MARA GEORGINA JESSE TAVARES,4,FEMININO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
210000022236,2016,88013,PORTO ALEGRE,13,VEREADOR,LETICIA GIARDIN DE SOUZA,4,FEMININO,8,SUPERIOR COMPLETO,1,BRANCA
210000021079,2016,88013,PORTO ALEGRE,13,VEREADOR,JOSE CLAUDIO FREITAS CONCEIÇÃO,2,MASCULINO,8,SUPERIOR COMPLETO,2,PRETA
210000010488,2016,88013,PORTO ALEGRE,13,VEREADOR,SANDRO RAFAEL MARTINS DOS SANTOS,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,2,PRETA
210000016329,2016,88013,PORTO ALEGRE,13,VEREADOR,JORGE ALONSO LHER,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,2,PRETA
210000024155,2016,88013,PORTO ALEGRE,13,VEREADOR,RAFAEL BERNARDO DE OLIVEIRA,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000021073,2016,88013,PORTO ALEGRE,13,VEREADOR,REGINALDO DA LUZ PUJOL,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000024667,2016,88013,PORTO ALEGRE,13,VEREADOR,IZABEL BEATRIZ GULES FRANCO,4,FEMININO,8,SUPERIOR COMPLETO,1,BRANCA
210000030553,2016,88013,PORTO ALEGRE,13,VEREADOR,JOÃO CARLOS DA SILVA ROSA,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
210000024150,2016,88013,PORTO ALEGRE,13,VEREADOR,ANA ROSA SANTOS XAVIER,4,FEMININO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
210000022238,2016,88013,PORTO ALEGRE,13,VEREADOR,LURDES ÁGATA GUICONI,4,FEMININO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
210000022243,2016,88013,PORTO ALEGRE,13,VEREADOR,EMERSON CORREA DA SILVA,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000024131,2016,88013,PORTO ALEGRE,13,VEREADOR,FILIPE RODENBUSCH TISBIEREK,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000030806,2016,88013,PORTO ALEGRE,13,VEREADOR,ROSANA GUIMARÃES FERREIRA,4,FEMININO,6,ENSINO MÉDIO COMPLETO,3,PARDA
210000030792,2016,88013,PORTO ALEGRE,13,VEREADOR,ALESSANDRO VILLANE DA SILVA,2,MASCULINO,4,ENSINO FUNDAMENTAL COMPLETO,1,BRANCA
210000023979,2016,88013,PORTO ALEGRE,13,VEREADOR,ABILIO MOREIRA,2,MASCULINO,5,ENSINO MÉDIO INCOMPLETO,1,BRANCA
210000009222,2016,88013,PORTO ALEGRE,13,VEREADOR,FABRÍCIO DOS SANTOS LUNARDI,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000030572,2016,88013,PORTO ALEGRE,13,VEREADOR,MAINAR MOIANO PAULA,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000023974,2016,88013,PORTO ALEGRE,13,VEREADOR,LEO MARCO NUNES MEIRA,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000030598,2016,88013,PORTO ALEGRE,13,VEREADOR,EZEQUIEL TOBIAS SOARES,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
210000009228,2016,88013,PORTO ALEGRE,13,VEREADOR,RODRIGO COSTA RODRIGUES,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000004088,2016,88013,PORTO ALEGRE,13,VEREADOR,SARITA DE JESUS MACHADO DE MOURA,4,FEMININO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
210000016309,2016,88013,PORTO ALEGRE,13,VEREADOR,MILENA DEMAMAN SILVA TYBA,4,FEMININO,8,SUPERIOR COMPLETO,1,BRANCA
210000023960,2016,88013,PORTO ALEGRE,13,VEREADOR,TARSO ROVEDA BOELTER,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000006945,2016,88013,PORTO ALEGRE,13,VEREADOR,ERNANI GLORIO MARCHIORETTO,2,MASCULINO,7,SUPERIOR INCOMPLETO,1,BRANCA
210000022214,2016,88013,PORTO ALEGRE,13,VEREADOR,FRANCISCO LANNES VIEIRA,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000030596,2016,88013,PORTO ALEGRE,13,VEREADOR,JOSE LUIS NEVES DA SILVA,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,2,PRETA
