SQ_CANDIDATO,ANO_ELEICAO,SG_UE,NM_UE,CD_CARGO,DS_CARGO,NM_CANDIDATO,CD_GENERO,DS_GENERO,CD_GRAU_INSTRUCAO,DS_GRAU_INSTRUCAO,CD_COR_RACA,DS_COR_RACA
210001183556,2020,88013,PORTO ALEGRE,13,VEREADOR,BERGSON BRUNO MARQUES DE SA,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
210000729354,2020,88013,PORTO ALEGRE,13,VEREADOR,ANTONIO CARLOS SOUZA DE LIMA,2,MASCULINO,4,ENSINO FUNDAMENTAL COMPLETO,1,BRANCA
210000845679,2020,88013,PORTO ALEGRE,13,VEREADOR,SADY JACQUES,2,MASCULINO,7,SUPERIOR INCOMPLETO,1,BRANCA
210000728286,2020,88013,PORTO ALEGRE,13,VEREADOR,JÚLIO CÉSAR DA SILVA FELIPE,2,MASCULINO,5,ENSINO MÉDIO INCOMPLETO,1,BRANCA
210000728281,2020,88013,PORTO ALEGRE,13,VEREADOR,MATHEUS CRUZ AYRES,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000841580,2020,88013,PORTO ALEGRE,13,VEREADOR,PEDRO FELICE CLADERA,2,MASCULINO,7,SUPERIOR INCOMPLETO,1,BRANCA
210000766210,2020,88013,PORTO ALEGRE,13,VEREADOR,PAULO MARQUES DOS REIS,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000683417,2020,88013,PORTO ALEGRE,13,VEREADOR,NELCIR ANDRE VARNIER,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000981101,2020,88013,PORTO ALEGRE,13,VEREADOR,EDUARDO PEREIRA MARQUES NETO,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
210000683431,2020,88013,PORTO ALEGRE,13,VEREADOR,CANDIDO IVAN RIBEIRO ACOSTA,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
210000729122,2020,88013,PORTO ALEGRE,13,VEREADOR,PAULO EDUARDO NUNES MEIRA,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000728291,2020,88013,PORTO ALEGRE,13,VEREADOR,CRISTIANE DA ROSA FÉLIX,4,FEMININO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
210001052246,2020,88013,PORTO ALEGRE,13,VEREADOR,PAULO CÉSAR MACHADO DE SOUZA,2,MASCULINO,7,SUPERIOR INCOMPLETO,1,BRANCA
210000728255,2020,88013,PORTO ALEGRE,13,VEREADOR,ANDERSON ALVES DA SILVA,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
210000728268,2020,88013,PORTO ALEGRE,13,VEREADOR,PAULO RICARDO SANTIAGO NIVINSKI,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000728251,2020,88013,PORTO ALEGRE,13,VEREADOR,RUI DA SILVA SOARES,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
210000683444,2020,88013,PORTO ALEGRE,13,VEREADOR,MORENO BRASIL BARRIOS,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000683428,2020,88013,PORTO ALEGRE,13,VEREADOR,JOSÉ LUIZ MENDES MEDEIROS,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000636284,2020,88013,PORTO ALEGRE,13,VEREADOR,PRISCILA VOIGT SEVERIANO,4,FEMININO,8,SUPERIOR COMPLETO,1,BRANCA
210001250400,2020,88013,PORTO ALEGRE,13,VEREADOR,EVERSON CARLOS NASCIMENTO SA,2,MASCULINO,7,SUPERIOR INCOMPLETO,3,PARDA
210000668062,2020,88013,PORTO ALEGRE,13,VEREADOR,VIVIANE PIRES SILVA,4,FEMININO,8,SUPERIOR COMPLETO,2,PRETA
210000729040,2020,88013,PORTO ALEGRE,13,VEREADOR,ANA MARIA CARDOSO SOARES,4,FEMININO,6,ENSINO MÉDIO COMPLETO,2,PRETA
210001250403,2020,88013,PORTO ALEGRE,13,VEREADOR,CAMILA PEREIRA RODRIGUES,4,FEMININO,4,ENSINO FUNDAMENTAL COMPLETO,2,PRETA
210001183560,2020,88013,PORTO ALEGRE,13,VEREADOR,TADEU NUNES DA SILVA,2,MASCULINO,8,SUPERIOR COMPLETO,2,PRETA
210000845647,2020,88013,PORTO ALEGRE,13,VEREADOR,ANA CRISTINA MEDEIROS DE LIMA,4,FEMININO,8,SUPERIOR COMPLETO,2,PRETA
210000841560,2020,88013,PORTO ALEGRE,13,VEREADOR,CARLA SINARA RODRIGUES DO NASCIMENTO,4,FEMININO,6,ENSINO MÉDIO COMPLETO,2,PRETA
210000981098,2020,88013,PORTO ALEGRE,13,VEREADOR,IZA TEREZINHA FERREIRA DA SILVA,4,FEMININO,6,ENSINO MÉDIO COMPLETO,2,PRETA
210000981951,2020,88013,PORTO ALEGRE,13,VEREADOR,ROSANE ANACLETO SCHRAMM,4,FEMININO,6,ENSINO MÉDIO COMPLETO,2,PRETA
210000652168,2020,88013,PORTO ALEGRE,13,VEREADOR,JOÃO HERMINIO MARQUES DE CARVALHO E SILVA,2,MASCULINO,8,SUPERIOR COMPLETO,2,PRETA
210000728277,2020,88013,PORTO ALEGRE,13,VEREADOR,LUCILDA THOMAZ DOS SANTOS,4,FEMININO,6,ENSINO MÉDIO COMPLETO,2,PRETA
210000960998,2020,88013,PORTO ALEGRE,13,VEREADOR,CRISTIANO MAIA SOARES,2,MASCULINO,3,ENSINO FUNDAMENTAL INCOMPLETO,2,PRETA
210000981679,2020,88013,PORTO ALEGRE,13,VEREADOR,PEDRO MENDES DA SILVA FILHO,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,2,PRETA
210000841561,2020,88013,PORTO ALEGRE,13,VEREADOR,PAULO ROBERTO SILVA,2,MASCULINO,5,ENSINO MÉDIO INCOMPLETO,2,PRETA
210000962663,2020,88013,PORTO ALEGRE,13,VEREADOR,MARILIA DE OLIVEIRA BARRETO,4,FEMININO,4,ENSINO FUNDAMENTAL COMPLETO,2,PRETA
210000841563,2020,88013,PORTO ALEGRE,13,VEREADOR,WILTON PINTO DE ARAÚJO,2,MASCULINO,8,SUPERIOR COMPLETO,2,PRETA
210000841562,2020,88013,PORTO ALEGRE,13,VEREADOR,ALEXANDRE DA ROSA PEREIRA,2,MASCULINO,8,SUPERIOR COMPLETO,2,PRETA
210000652185,2020,88013,PORTO ALEGRE,13,VEREADOR,FRANCIÉLE RODRIGUES DA SILVA,4,FEMININO,7,SUPERIOR INCOMPLETO,2,PRETA
210000961011,2020,88013,PORTO ALEGRE,13,VEREADOR,CRISTIANO CRUZ E SILVA,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,2,PRETA
210000652189,2020,88013,PORTO ALEGRE,13,VEREADOR,WILSON LUIZ SCHMITZ DE ALMEIDA,2,MASCULINO,7,SUPERIOR INCOMPLETO,2,PRETA
210000763451,2020,88013,PORTO ALEGRE,13,VEREADOR,FATENIZ MARIA DOS SANTOS,4,FEMININO,5,ENSINO MÉDIO INCOMPLETO,2,PRETA
210000683420,2020,88013,PORTO ALEGRE,13,VEREADOR,DAIANA SILVA DOS SANTOS,4,FEMININO,8,SUPERIOR COMPLETO,2,PRETA
210000683448,2020,88013,PORTO ALEGRE,13,VEREADOR,RICARDO DE OLIVEIRA VIEIRA,2,MASCULINO,8,SUPERIOR COMPLETO,2,PRETA
210000845680,2020,88013,PORTO ALEGRE,13,VEREADOR,VERA BEATRIZ SOARES,4,FEMININO,6,ENSINO MÉDIO COMPLETO,2,PRETA
210000962668,2020,88013,PORTO ALEGRE,13,VEREADOR,JORGE LUIZ VIEIRA FOQUES,2,MASCULINO,8,SUPERIOR COMPLETO,2,PRETA
210000766214,2020,88013,PORTO ALEGRE,13,VEREADOR,MARIA ODETE BENTO,4,FEMININO,7,SUPERIOR INCOMPLETO,2,PRETA
210000960994,2020,88013,PORTO ALEGRE,13,VEREADOR,DANIEL DE OLIVEIRA CRUZ,2,MASCULINO,7,SUPERIOR INCOMPLETO,2,PRETA
210000981092,2020,88013,PORTO ALEGRE,13,VEREADOR,MARIA REGINA DE MORAES CASTANHO,4,FEMININO,2,LÊ E ESCREVE,2,PRETA
210000729120,2020,88013,PORTO ALEGRE,13,VEREADOR,NELSON DA SILVA,2,MASCULINO,8,SUPERIOR COMPLETO,2,PRETA
210000962340,2020,88013,PORTO ALEGRE,13,VEREADOR,UBIRAJARA CABELLEIRA DA SILVA,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,2,PRETA
210001008913,2020,88013,PORTO ALEGRE,11,PREFEITO,MONTSERRAT ANTÔNIO DE VASCONCELLOS MARTINS,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000729170,2020,88013,PORTO ALEGRE,11,PREFEITO,MANUELA PINTO VIEIRA D AVILA,4,FEMININO,8,SUPERIOR COMPLETO,1,BRANCA
210001052268,2020,88013,PORTO ALEGRE,13,VEREADOR,JOSÉ GILBERTO MACHADO,2,MASCULINO,3,ENSINO FUNDAMENTAL INCOMPLETO,4,AMARELA
210000728299,2020,88013,PORTO ALEGRE,13,VEREADOR,PAULO HENRIQUE ALVES,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
210000763445,2020,88013,PORTO ALEGRE,13,VEREADOR,EVARISTO PINHEIRO RIGHETTO,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
210000961010,2020,88013,PORTO ALEGRE,13,VEREADOR,ALEXANDRE WAGNER DA SILVA BOBADRA,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000652183,2020,88013,PORTO ALEGRE,13,VEREADOR,TAMYRES FRANCIS CARVALHO FILGUEIRA,4,FEMININO,7,SUPERIOR INCOMPLETO,2,PRETA
210000766238,2020,88013,PORTO ALEGRE,13,VEREADOR,CARLA REJANE PEREIRA GONÇALVES,4,FEMININO,6,ENSINO MÉDIO COMPLETO,2,PRETA
210001250423,2020,88013,PORTO ALEGRE,13,VEREADOR,HEBERTI REGIS PAMPLONA DE ABREU,2,MASCULINO,7,SUPERIOR INCOMPLETO,3,PARDA
210000668017,2020,88013,PORTO ALEGRE,13,VEREADOR,JOSÉ AMARO AZEVEDO DE FREITAS,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000668044,2020,88013,PORTO ALEGRE,13,VEREADOR,PAULO RICARDO QUADROS REMIÃO,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000729053,2020,88013,PORTO ALEGRE,13,VEREADOR,MAURO ROBERTO PINHEIRO,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210001250395,2020,88013,PORTO ALEGRE,13,VEREADOR,JESSE SANGALLI DE MELLO,2,MASCULINO,7,SUPERIOR INCOMPLETO,1,BRANCA
210000729062,2020,88013,PORTO ALEGRE,13,VEREADOR,WOLMIR VIANNA DA ROSA,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
210001250409,2020,88013,PORTO ALEGRE,13,VEREADOR,ELSA MARIA DE ANDRADE,4,FEMININO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
210001250417,2020,88013,PORTO ALEGRE,13,VEREADOR,ANA ALICE LOPES BOA NOVA,4,FEMININO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
210000962333,2020,88013,PORTO ALEGRE,13,VEREADOR,GILMAR DRAGO,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000981671,2020,88013,PORTO ALEGRE,13,VEREADOR,TIAGO TEIXEIRA ESPINDOLA,2,MASCULINO,5,ENSINO MÉDIO INCOMPLETO,1,BRANCA
210000981660,2020,88013,PORTO ALEGRE,13,VEREADOR,IONARA BACHI,4,FEMININO,8,SUPERIOR COMPLETO,1,BRANCA
210001183579,2020,88013,PORTO ALEGRE,13,VEREADOR,REGINALDO ANDRADES LIMA,2,MASCULINO,4,ENSINO FUNDAMENTAL COMPLETO,3,PARDA
210000729352,2020,88013,PORTO ALEGRE,13,VEREADOR,JOELMA ORTIZ PEREIRA,4,FEMININO,4,ENSINO FUNDAMENTAL COMPLETO,1,BRANCA
210000962662,2020,88013,PORTO ALEGRE,13,VEREADOR,MARLISE MARIA BIRCK,4,FEMININO,8,SUPERIOR COMPLETO,1,BRANCA
210000668023,2020,88013,PORTO ALEGRE,13,VEREADOR,ENZO STEFANI BRETOS,2,MASCULINO,7,SUPERIOR INCOMPLETO,1,BRANCA
210000981111,2020,88013,PORTO ALEGRE,13,VEREADOR,ANTÔNIO ELISANDRO DE OLIVEIRA,2,MASCULINO,4,ENSINO FUNDAMENTAL COMPLETO,1,BRANCA
210000841593,2020,88013,PORTO ALEGRE,13,VEREADOR,JORGE LUIS ROMEU SOARES,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,3,PARDA
210000981084,2020,88013,PORTO ALEGRE,13,VEREADOR,COPINARÉ ACOSTA,2,MASCULINO,7,SUPERIOR INCOMPLETO,1,BRANCA
210001055992,2020,88013,PORTO ALEGRE,13,VEREADOR,MOYSES SILVA PELEGRINI,2,MASCULINO,8,SUPERIOR COMPLETO,3,PARDA
210000668054,2020,88013,PORTO ALEGRE,13,VEREADOR,GUILHERME FERNANDES ROSA,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
210000652196,2020,88013,PORTO ALEGRE,13,VEREADOR,SONIA MARIA FERREIRA BASTOS,4,FEMININO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
210000728301,2020,88013,PORTO ALEGRE,13,VEREADOR,LUCIANE CARDOSO THOMÉ FRANCISCO,4,FEMININO,8,SUPERIOR COMPLETO,1,BRANCA
210000729060,2020,88013,PORTO ALEGRE,13,VEREADOR,NEREU D AVILA,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000961041,2020,88013,PORTO ALEGRE,13,VEREADOR,ORION CARVALHO GOULART,2,MASCULINO,7,SUPERIOR INCOMPLETO,1,BRANCA
210001250416,2020,88013,PORTO ALEGRE,13,VEREADOR,GIOVANE MARTINS VAZ DOS SANTOS,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210001250419,2020,88013,PORTO ALEGRE,13,VEREADOR,CESAR RODRIGO GONZALES,2,MASCULINO,7,SUPERIOR INCOMPLETO,3,PARDA
210000763435,2020,88013,PORTO ALEGRE,13,VEREADOR,CINTIA REGINA FREITAS ROCKENBACH,4,FEMININO,7,SUPERIOR INCOMPLETO,1,BRANCA
210000960990,2020,88013,PORTO ALEGRE,13,VEREADOR,LEILA DE ALMEIDA DE SOUSA,4,FEMININO,2,LÊ E ESCREVE,1,BRANCA
210000981675,2020,88013,PORTO ALEGRE,13,VEREADOR,NICOLLE CONCI PITROSKY,4,FEMININO,8,SUPERIOR COMPLETO,1,BRANCA
210000763423,2020,88013,PORTO ALEGRE,13,VEREADOR,CINTIA NAIR OLIVEIRA JARDIM,4,FEMININO,6,ENSINO MÉDIO COMPLETO,3,PARDA
210000845672,2020,88013,PORTO ALEGRE,13,VEREADOR,EVERTON DE MORAIS GIMENIS,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210001052235,2020,88013,PORTO ALEGRE,13,VEREADOR,LUIZ FABIANO DE SOUZA,2,MASCULINO,5,ENSINO MÉDIO INCOMPLETO,3,PARDA
210000729359,2020,88013,PORTO ALEGRE,13,VEREADOR,PAULO RENATO ADLER DA SILVA,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
210000845657,2020,88013,PORTO ALEGRE,13,VEREADOR,ANY CARMEM DE AVILA MORAES,4,FEMININO,7,SUPERIOR INCOMPLETO,1,BRANCA
210000729338,2020,88013,PORTO ALEGRE,13,VEREADOR,ERNANE GOULART DA SILVEIRA,2,MASCULINO,3,ENSINO FUNDAMENTAL INCOMPLETO,1,BRANCA
210000729351,2020,88013,PORTO ALEGRE,13,VEREADOR,ANTÔNIO CARLOS ROSS DE ABREU,2,MASCULINO,3,ENSINO FUNDAMENTAL INCOMPLETO,1,BRANCA
210000652194,2020,88013,PORTO ALEGRE,13,VEREADOR,PEDRO LUIZ FAGUNDES RUAS,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000668056,2020,88013,PORTO ALEGRE,13,VEREADOR,LUCIANO VIEIRA BATISTA,2,MASCULINO,7,SUPERIOR INCOMPLETO,1,BRANCA
210000841581,2020,88013,PORTO ALEGRE,13,VEREADOR,LUIGGI GIOVANE DE MORAES BERTACO,2,MASCULINO,7,SUPERIOR INCOMPLETO,1,BRANCA
210000841543,2020,88013,PORTO ALEGRE,13,VEREADOR,JOÃO BOSCO GRANATO VAZ,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000652195,2020,88013,PORTO ALEGRE,13,VEREADOR,JOSE CARLOS SILVA DE ALMEIDA,2,MASCULINO,4,ENSINO FUNDAMENTAL COMPLETO,1,BRANCA
210001055966,2020,88013,PORTO ALEGRE,13,VEREADOR,CARLOS ALBERTO FAGUNDES DE OLIVEIRA,2,MASCULINO,5,ENSINO MÉDIO INCOMPLETO,1,BRANCA
210000841567,2020,88013,PORTO ALEGRE,13,VEREADOR,LUCIANO FALAVENA MACHADO,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000728296,2020,88013,PORTO ALEGRE,13,VEREADOR,JORGE ANTÔNIO DORNELLES CARPES,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
210000981944,2020,88013,PORTO ALEGRE,13,VEREADOR,MAURICIO GOMES DE MOURA,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000729047,2020,88013,PORTO ALEGRE,13,VEREADOR,ALESSANDRA RASSIER BARBACHAN,4,FEMININO,8,SUPERIOR COMPLETO,1,BRANCA
210001250420,2020,88013,PORTO ALEGRE,13,VEREADOR,LEANDRO DA SILVA E SILVA,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
210001250404,2020,88013,PORTO ALEGRE,13,VEREADOR,MONIQUE RAUPP SILVA,4,FEMININO,8,SUPERIOR COMPLETO,1,BRANCA
210001052273,2020,88013,PORTO ALEGRE,13,VEREADOR,PAULO ROBERTO DORNELLES BORGES,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210001052270,2020,88013,PORTO ALEGRE,13,VEREADOR,VINICIUS DAMBROZ ESCOBAR,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000728288,2020,88013,PORTO ALEGRE,13,VEREADOR,PABLO DE OLIVEIRA IGARSABA,2,MASCULINO,7,SUPERIOR INCOMPLETO,1,BRANCA
210000668036,2020,88013,PORTO ALEGRE,13,VEREADOR,GISELLE GUIMARÃES HUBBE,4,FEMININO,8,SUPERIOR COMPLETO,1,BRANCA
210000962329,2020,88013,PORTO ALEGRE,13,VEREADOR,GLADIS DE SOUZA COUTO,4,FEMININO,8,SUPERIOR COMPLETO,1,BRANCA
210000729110,2020,88013,PORTO ALEGRE,13,VEREADOR,OLAVO SOARES RIBEIRO FILHO,2,MASCULINO,7,SUPERIOR INCOMPLETO,1,BRANCA
210000668061,2020,88013,PORTO ALEGRE,13,VEREADOR,VILMAR FRAGA DA SILVA,2,MASCULINO,3,ENSINO FUNDAMENTAL INCOMPLETO,1,BRANCA
210000763441,2020,88013,PORTO ALEGRE,13,VEREADOR,CIRILO JOÃO FAE,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210001055991,2020,88013,PORTO ALEGRE,13,VEREADOR,ALDORI SEVERO DANELI,2,MASCULINO,2,LÊ E ESCREVE,1,BRANCA
210000961033,2020,88013,PORTO ALEGRE,13,VEREADOR,ANGELICA CELINA SCHLOTTFELDT,4,FEMININO,8,SUPERIOR COMPLETO,1,BRANCA
210000961007,2020,88013,PORTO ALEGRE,13,VEREADOR,SIMONE ALMEIDA DA COSTA PAGANINI,4,FEMININO,8,SUPERIOR COMPLETO,1,BRANCA
210000766244,2020,88013,PORTO ALEGRE,13,VEREADOR,LENARA MAIA DA SILVA,4,FEMININO,7,SUPERIOR INCOMPLETO,1,BRANCA
210000766226,2020,88013,PORTO ALEGRE,13,VEREADOR,THIAGO DE QUADROS,2,MASCULINO,4,ENSINO FUNDAMENTAL COMPLETO,1,BRANCA
210000728275,2020,88013,PORTO ALEGRE,13,VEREADOR,LANE HELENA TOSCA TOLDO,4,FEMININO,8,SUPERIOR COMPLETO,1,BRANCA
210000981669,2020,88013,PORTO ALEGRE,13,VEREADOR,MARILENE GAULE JORGE,4,FEMININO,7,SUPERIOR INCOMPLETO,1,BRANCA
210000960996,2020,88013,PORTO ALEGRE,13,VEREADOR,NOELI BEATRIZ ROCHA BORGES,4,FEMININO,2,LÊ E ESCREVE,1,BRANCA
210000845681,2020,88013,PORTO ALEGRE,13,VEREADOR,ALDACIR JOSE OLIBONI,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210001055978,2020,88013,PORTO ALEGRE,13,VEREADOR,JÚLIO ROBERTO MASLINKIEWICZ NEVES,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
210000729346,2020,88013,PORTO ALEGRE,13,VEREADOR,ANDREA DA MATTA RODRIGUES,4,FEMININO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
210000729059,2020,88013,PORTO ALEGRE,13,VEREADOR,MARCOS JAMES CAPPA BRAVO,2,MASCULINO,7,SUPERIOR INCOMPLETO,1,BRANCA
210000729367,2020,88013,PORTO ALEGRE,13,VEREADOR,CRISTIAN SOARES E SILVA,2,MASCULINO,5,ENSINO MÉDIO INCOMPLETO,1,BRANCA
210000729383,2020,88013,PORTO ALEGRE,13,VEREADOR,ELIZANDRA MARIA SILVA DA SILVEIRA,4,FEMININO,8,SUPERIOR COMPLETO,1,BRANCA
210000683432,2020,88013,PORTO ALEGRE,13,VEREADOR,HELIO FRANCISCO BARREY GRIGOLO,2,MASCULINO,7,SUPERIOR INCOMPLETO,1,BRANCA
210000729046,2020,88013,PORTO ALEGRE,13,VEREADOR,DÉBORA MONTEIRO MORALES,4,FEMININO,8,SUPERIOR COMPLETO,1,BRANCA
210000845678,2020,88013,PORTO ALEGRE,13,VEREADOR,PAULO FERNANDES TEIXEIRA,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000962326,2020,88013,PORTO ALEGRE,13,VEREADOR,MARIO YUKIO IKEDA,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000962672,2020,88013,PORTO ALEGRE,13,VEREADOR,JORGE DOMINGOS DA SILVA,2,MASCULINO,3,ENSINO FUNDAMENTAL INCOMPLETO,1,BRANCA
210000763439,2020,88013,PORTO ALEGRE,13,VEREADOR,JORGE DOS SANTOS BAGESTEIRO,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000981093,2020,88013,PORTO ALEGRE,13,VEREADOR,ENIO ROBERTO KAUFMANN,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000981656,2020,88013,PORTO ALEGRE,13,VEREADOR,ADECIR BERLE,2,MASCULINO,5,ENSINO MÉDIO INCOMPLETO,1,BRANCA
210000728293,2020,88013,PORTO ALEGRE,13,VEREADOR,MARIA GELCI ELISIA DE MEDEIROS,4,FEMININO,3,ENSINO FUNDAMENTAL INCOMPLETO,1,BRANCA
210001052275,2020,88013,PORTO ALEGRE,13,VEREADOR,ROTECHILD DOS SANTOS PRESTES,2,MASCULINO,7,SUPERIOR INCOMPLETO,1,BRANCA
210001052245,2020,88013,PORTO ALEGRE,13,VEREADOR,NYCOLLAS THEODORO NITIBAILOFF DA SILVA,2,MASCULINO,7,SUPERIOR INCOMPLETO,1,BRANCA
210000728279,2020,88013,PORTO ALEGRE,13,VEREADOR,VITOR HUGO DE ALCÂNTARA FILHO,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000845651,2020,88013,PORTO ALEGRE,13,VEREADOR,MARISTELA MAFFEI,4,FEMININO,8,SUPERIOR COMPLETO,1,BRANCA
210000728287,2020,88013,PORTO ALEGRE,13,VEREADOR,MÔNICA LEAL MARKUSONS,4,FEMININO,8,SUPERIOR COMPLETO,1,BRANCA
210001265124,2020,88013,PORTO ALEGRE,13,VEREADOR,EDUARDO CESAR DA SILVA GASS,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210001052272,2020,88013,PORTO ALEGRE,13,VEREADOR,NEIVA CONCEICAO DIAS CHAVES,4,FEMININO,8,SUPERIOR COMPLETO,1,BRANCA
210000766207,2020,88013,PORTO ALEGRE,13,VEREADOR,CEZAR AUGUSTO SCHIRMER,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000766229,2020,88013,PORTO ALEGRE,13,VEREADOR,ALDEMIR FOGAÇA ANTUNES,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000766218,2020,88013,PORTO ALEGRE,13,VEREADOR,JOHN FERNANDO DE FARIAS WURDIG,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000961022,2020,88013,PORTO ALEGRE,13,VEREADOR,TAMARA SCHÜLER CAMPELLO,4,FEMININO,8,SUPERIOR COMPLETO,1,BRANCA
210000636285,2020,88013,PORTO ALEGRE,13,VEREADOR,VINICIUS STONE SILVA,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000683421,2020,88013,PORTO ALEGRE,13,VEREADOR,ELISÂNGELA JARDIM RIGER,4,FEMININO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
210001183565,2020,88013,PORTO ALEGRE,13,VEREADOR,RAQUEL SILVA DA SILVA,4,FEMININO,6,ENSINO MÉDIO COMPLETO,3,PARDA
210000845667,2020,88013,PORTO ALEGRE,13,VEREADOR,MARIA LUIZA RODRIGUES VIANA,4,FEMININO,7,SUPERIOR INCOMPLETO,2,PRETA
210000962674,2020,88013,PORTO ALEGRE,13,VEREADOR,MARCIO SOUZA DA SILVA,2,MASCULINO,8,SUPERIOR COMPLETO,2,PRETA
210000668059,2020,88013,PORTO ALEGRE,13,VEREADOR,RUDNEI ALVES PINTO,2,MASCULINO,8,SUPERIOR COMPLETO,2,PRETA
210000728290,2020,88013,PORTO ALEGRE,13,VEREADOR,RENAN CAMBOIM PEREIRA,2,MASCULINO,8,SUPERIOR COMPLETO,2,PRETA
210000962330,2020,88013,PORTO ALEGRE,13,VEREADOR,FLAVIO GILBERTO DO NASCIMENTO,2,MASCULINO,8,SUPERIOR COMPLETO,2,PRETA
210000763459,2020,88013,PORTO ALEGRE,13,VEREADOR,SIMONE DIAS GULARTE,4,FEMININO,7,SUPERIOR INCOMPLETO,2,PRETA
210000961029,2020,88013,PORTO ALEGRE,13,VEREADOR,MARCOS CARVALHO FERREIRA,2,MASCULINO,2,LÊ E ESCREVE,2,PRETA
210000683437,2020,88013,PORTO ALEGRE,13,VEREADOR,JOSE FRANCISCO ESPIRITO SANTO,2,MASCULINO,7,SUPERIOR INCOMPLETO,2,PRETA
210000981952,2020,88013,PORTO ALEGRE,13,VEREADOR,LUIS AMÉRICO DE MATTOS RODRIGUES,2,MASCULINO,4,ENSINO FUNDAMENTAL COMPLETO,2,PRETA
210001258228,2020,88013,PORTO ALEGRE,13,VEREADOR,LISIANE CRUZ DA SILVA,4,FEMININO,8,SUPERIOR COMPLETO,2,PRETA
210001052236,2020,88013,PORTO ALEGRE,13,VEREADOR,RICARDO SANTOS DA SILVA,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,2,PRETA
210000763431,2020,88013,PORTO ALEGRE,13,VEREADOR,JORGE ALEXANDRE COUTO GOMES,2,MASCULINO,8,SUPERIOR COMPLETO,2,PRETA
210001055974,2020,88013,PORTO ALEGRE,13,VEREADOR,DANIEL RODRIGUES DA SILVA,2,MASCULINO,2,LÊ E ESCREVE,2,PRETA
