ANO_ELEICAO,SQ_CANDIDATO,NM_CANDIDATO,DS_CARGO,DS_GENERO,DS_COR_RACA,DS_GRAU_INSTRUCAO,DS_SIT_TOT_TURNO,QT_VOTOS_NOMINAIS,PERC_VOTOS
2012,210000010962,LUIZ OMAR DUARTE DO AMARAL,VEREADOR,MASCULINO,NÃO INFORMADO,ENSINO MÉDIO INCOMPLETO,SUPLENTE,1497,"0,10"
2012,210000000395,MARGARIDA DOS SANTOS GONÇALVES,VEREADOR,FEMININO,NÃO INFORMADO,ENSINO MÉDIO COMPLETO,SUPLENTE,731,"0,05"
2012,210000000472,RAFAEL BERNARDO DE OLIVEIRA,VEREADOR,MASCULINO,NÃO INFORMADO,SUPERIOR COMPLETO,SUPLENTE,1796,"0,12"
2012,210000010636,PATRICIA ALMEIDA RODRIGUES,VEREADOR,FEMININO,NÃO INFORMADO,ENSINO MÉDIO COMPLETO,SUPLENTE,100,"0,01"
2012,210000030585,LEONARDO BARBOSA DA SILVA FILHO,VEREADOR,MASCULINO,NÃO INFORMADO,ENSINO MÉDIO COMPLETO,SUPLENTE,112,"0,01"
2012,210000018687,MARIA LUCIA SANT ANNA,VEREADOR,FEMININO,NÃO INFORMADO,ENSINO MÉDIO COMPLETO,SUPLENTE,452,"0,03"
2012,210000010635,OLIVÉRIO NUNES BOLINA,VEREADOR,MASCULINO,NÃO INFORMADO,ENSINO MÉDIO COMPLETO,SUPLENTE,355,"0,02"
2012,210000010594,AGNALDO MUNHOZ DE CAMARGO,VEREADOR,MASCULINO,NÃO INFORMADO,ENSINO FUNDAMENTAL INCOMPLETO,SUPLENTE,397,"0,03"
2012,210000010971,MONICA LEAL MARKUSONS,VEREADOR,FEMININO,NÃO INFORMADO,SUPERIOR COMPLETO,SUPLENTE,4315,"0,30"
2012,210000018655,ARILTON SERAFIM CARDOSO,VEREADOR,MASCULINO,NÃO INFORMADO,ENSINO MÉDIO COMPLETO,SUPLENTE,769,"0,05"
2012,210000028906,MANOEL AUGUSTO DE CASTRO BRASIL,VEREADOR,MASCULINO,NÃO INFORMADO,SUPERIOR COMPLETO,SUPLENTE,423,"0,03"
2012,210000017180,MARGARETE GARCIA DA SILVEIRA,VEREADOR,FEMININO,NÃO INFORMADO,SUPERIOR COMPLETO,SUPLENTE,48,"0,00"
2012,210000000982,ANDRÉ DE OLIVEIRA CARÚS,VEREADOR,MASCULINO,NÃO INFORMADO,SUPERIOR COMPLETO,SUPLENTE,3592,"0,25"
2012,210000000316,IARA DE LIMA FARIAS,VEREADOR,FEMININO,NÃO INFORMADO,ENSINO MÉDIO COMPLETO,SUPLENTE,118,"0,01"
2012,210000010647,ROGÉRIO AMARAL,VEREADOR,MASCULINO,NÃO INFORMADO,SUPERIOR INCOMPLETO,SUPLENTE,651,"0,04"
2012,210000029542,ANY MACHADO ORTIZ,VEREADOR,FEMININO,NÃO INFORMADO,SUPERIOR COMPLETO,ELEITO,5940,"0,41"
2012,210000028771,MARCELO LUIS VELHO CLARA,VEREADOR,MASCULINO,NÃO INFORMADO,ENSINO MÉDIO INCOMPLETO,SUPLENTE,1002,"0,07"
2012,210000018659,CHESTER VALACE BATISTA GUIMARAES,VEREADOR,MASCULINO,NÃO INFORMADO,SUPERIOR COMPLETO,SUPLENTE,174,"0,01"
2012,210000010929,CHRISTOPHER BELCHIOR GOULART,VEREADOR,MASCULINO,NÃO INFORMADO,SUPERIOR COMPLETO,SUPLENTE,2428,"0,17"
2012,210000000327,LUIZ ANTONIO LIMA VALICENTI,VEREADOR,MASCULINO,NÃO INFORMADO,LÊ E ESCREVE,SUPLENTE,291,"0,02"
2012,210000029806,JOSE TELVIO DE SOUZA,VEREADOR,MASCULINO,NÃO INFORMADO,ENSINO FUNDAMENTAL COMPLETO,SUPLENTE,221,"0,02"
2012,210000017203,TARSILA RORATO CRUSIUS,VEREADOR,FEMININO,NÃO INFORMADO,SUPERIOR COMPLETO,SUPLENTE,3471,"0,24"
2012,210000010960,LUCIANO BRASILIENSE MARCANTONIO,VEREADOR,MASCULINO,NÃO INFORMADO,SUPERIOR COMPLETO,ELEITO,7725,"0,53"
2012,210000010921,ANTONIO CARLOS BUENO DOS SANTOS JUNIOR,VEREADOR,MASCULINO,NÃO INFORMADO,ENSINO MÉDIO COMPLETO,SUPLENTE,733,"0,05"
2012,210000000471,PEDRO CLAUDIO PANDOLFO,VEREADOR,MASCULINO,NÃO INFORMADO,ENSINO MÉDIO COMPLETO,SUPLENTE,1803,"0,12"
2012,210000010986,THIAGO PEREIRA DUARTE,VEREADOR,MASCULINO,NÃO INFORMADO,SUPERIOR COMPLETO,ELEITO,11935,"0,82"
2012,210000030480,NEWTON AYALA QUEIRÓZ,VEREADOR,MASCULINO,NÃO INFORMADO,ENSINO MÉDIO COMPLETO,SUPLENTE,1888,"0,13"
2012,210000029716,LUCIANO PREVIATTI DE OLIVEIRA,VEREADOR,MASCULINO,NÃO INFORMADO,ENSINO FUNDAMENTAL COMPLETO,SUPLENTE,314,"0,02"
2012,210000001017,PABLO FRAGA MENDES RIBEIRO,VEREADOR,MASCULINO,NÃO INFORMADO,SUPERIOR COMPLETO,SUPLENTE,4183,"0,29"
2012,210000000365,ANTONIO ADEMIR DE MORAES,VEREADOR,MASCULINO,NÃO INFORMADO,ENSINO MÉDIO COMPLETO,SUPLENTE,1460,"0,10"
2012,210000000992,FERNANDO BRIGIDI DE MELLO,VEREADOR,MASCULINO,NÃO INFORMADO,SUPERIOR COMPLETO,SUPLENTE,1876,"0,13"
2012,210000028795,ELCY MARQUES ALBERDANHA,VEREADOR,MASCULINO,NÃO INFORMADO,ENSINO MÉDIO INCOMPLETO,SUPLENTE,119,"0,01"
2012,210000032917,ANDRÉ ÂNGELO BEHLE,VEREADOR,MASCULINO,NÃO INFORMADO,ENSINO MÉDIO COMPLETO,NÃO ELEITO,352,"0,02"
2012,210000000473,ROBERTO DIMARI RODRIGUES,VEREADOR,MASCULINO,NÃO INFORMADO,ENSINO MÉDIO COMPLETO,SUPLENTE,1415,"0,10"
2012,210000001032,VALDIR RAUPP RAMOS,VEREADOR,MASCULINO,NÃO INFORMADO,ENSINO FUNDAMENTAL COMPLETO,SUPLENTE,438,"0,03"
2012,210000017163,DIRNEI DA SILVA SEVERO,VEREADOR,MASCULINO,NÃO INFORMADO,ENSINO MÉDIO COMPLETO,SUPLENTE,87,"0,01"
2012,210000010967,MARIA MANOELA NUNES,VEREADOR,FEMININO,NÃO INFORMADO,ENSINO MÉDIO COMPLETO,SUPLENTE,21,"0,00"
2012,210000000315,GUSTAVO CHRISTIMANN RICHTER,VEREADOR,MASCULINO,NÃO INFORMADO,ENSINO MÉDIO COMPLETO,SUPLENTE,482,"0,03"
2012,210000000437,CARLOS HENRIQUE GIAMBASTIANI CASARTELLI,VEREADOR,MASCULINO,NÃO INFORMADO,SUPERIOR COMPLETO,SUPLENTE,5026,"0,35"
2012,210000000462,MARY TAVARES MENDES,VEREADOR,FEMININO,NÃO INFORMADO,SUPERIOR COMPLETO,SUPLENTE,97,"0,01"
2012,210000017158,BERNARDETE CECÍLIA LANZARIN DEL FABBRO,VEREADOR,FEMININO,NÃO INFORMADO,SUPERIOR COMPLETO,SUPLENTE,14,"0,00"
2012,210000000448,FERNANDA CORREA KLINGNER,VEREADOR,FEMININO,NÃO INFORMADO,SUPERIOR COMPLETO,SUPLENTE,690,"0,05"
2012,210000018692,PEDRO LUIZ FAGUNDES RUAS,VEREADOR,MASCULINO,NÃO INFORMADO,SUPERIOR COMPLETO,ELEITO,14610,"1,00"
2012,210000017183,MARLI TEREZINHA HECK,VEREADOR,FEMININO,NÃO INFORMADO,ENSINO FUNDAMENTAL INCOMPLETO,SUPLENTE,2,"0,00"
2012,210000010970,MAURO CESAR ZACHER,VEREADOR,MASCULINO,NÃO INFORMADO,SUPERIOR COMPLETO,ELEITO,11244,"0,77"
2012,210000028624,MARIO BERND NETO,VEREADOR,MASCULINO,NÃO INFORMADO,SUPERIOR COMPLETO,SUPLENTE,1812,"0,12"
2012,210000017191,PAULO CESAR DA SILVA,VEREADOR,MASCULINO,NÃO INFORMADO,SUPERIOR COMPLETO,SUPLENTE,152,"0,01"
2012,210000018651,ALCINO EVELASIO DA ROSA,VEREADOR,MASCULINO,NÃO INFORMADO,ENSINO FUNDAMENTAL INCOMPLETO,SUPLENTE,136,"0,01"
2012,210000000300,BELONI RITZEL,VEREADOR,FEMININO,NÃO INFORMADO,ENSINO MÉDIO COMPLETO,SUPLENTE,96,"0,01"
2012,210000017200,ROSELAINE MEDINA DA COSTA,VEREADOR,FEMININO,NÃO INFORMADO,ENSINO MÉDIO COMPLETO,SUPLENTE,54,"0,00"
2012,210000028814,EDI WILSON JOSE DOS SANTOS,VEREADOR,MASCULINO,NÃO INFORMADO,ENSINO FUNDAMENTAL COMPLETO,SUPLENTE,3613,"0,25"
2012,210000000459,LEIA FRANCESLY FIALHO ASSENATO,VEREADOR,FEMININO,NÃO INFORMADO,SUPERIOR COMPLETO,SUPLENTE,237,"0,02"
2012,210000010608,ELI NUNES DE FRAGA,VEREADOR,MASCULINO,NÃO INFORMADO,LÊ E ESCREVE,SUPLENTE,148,"0,01"
2012,210000033018,VERA MARIA RODRIGUES DA SILVA,VEREADOR,FEMININO,NÃO INFORMADO,ENSINO MÉDIO INCOMPLETO,NÃO ELEITO,139,"0,01"
2012,210000017186,NATANA PRAZER BATISTA,VEREADOR,FEMININO,NÃO INFORMADO,ENSINO MÉDIO COMPLETO,SUPLENTE,64,"0,00"
2012,210000033010,LUIZ FELIPE MACHADO VILLANOVA,VEREADOR,MASCULINO,NÃO INFORMADO,SUPERIOR COMPLETO,NÃO ELEITO,560,"0,04"
2012,210000000322,JOÃO DERLY DE OLIVEIRA NUNES JUNIOR,VEREADOR,MASCULINO,NÃO INFORMADO,SUPERIOR INCOMPLETO,ELEITO,14038,"0,96"
2012,210000010627,MARCO ANTÔNIO SANTOS DOS SANTOS,VEREADOR,MASCULINO,NÃO INFORMADO,ENSINO MÉDIO COMPLETO,SUPLENTE,259,"0,02"
2012,210000028772,JORGE DOS SANTOS BAGESTEIRO,VEREADOR,MASCULINO,NÃO INFORMADO,SUPERIOR INCOMPLETO,SUPLENTE,1032,"0,07"
2012,210000010605,DANILO ALMEIDA SPERB,VEREADOR,MASCULINO,NÃO INFORMADO,SUPERIOR INCOMPLETO,SUPLENTE,797,"0,05"
2012,210000000463,MÁRCIA HELENA DE SOUZA CHAVES,VEREADOR,FEMININO,NÃO INFORMADO,ENSINO MÉDIO COMPLETO,SUPLENTE,554,"0,04"
2012,210000017177,LUIZ FERNANDO BRITO,VEREADOR,MASCULINO,NÃO INFORMADO,ENSINO FUNDAMENTAL COMPLETO,SUPLENTE,140,"0,01"
2012,210000001011,MÁRCIA SIGAL,VEREADOR,FEMININO,NÃO INFORMADO,SUPERIOR COMPLETO,SUPLENTE,788,"0,05"
2012,210000029987,SERGIO PANASUK,VEREADOR,MASCULINO,NÃO INFORMADO,ENSINO MÉDIO COMPLETO,NÃO ELEITO,464,"0,03"
2012,210000029714,LUIS CARLOS RIBEIRO DA SILVA,VEREADOR,MASCULINO,NÃO INFORMADO,ENSINO FUNDAMENTAL COMPLETO,SUPLENTE,112,"0,01"
2012,210000000319,JOSE ANTONIO DA SILVA BITENCOURT,VEREADOR,MASCULINO,NÃO INFORMADO,ENSINO MÉDIO COMPLETO,SUPLENTE,622,"0,04"
2012,210000010983,SÉFORA FERNANDA GOMES DE ALMEIDA HERNANDES MOTA,VEREADOR,FEMININO,NÃO INFORMADO,SUPERIOR COMPLETO,SUPLENTE,4369,"0,30"
2012,210000001020,PAULO MARQUES DOS REIS,VEREADOR,MASCULINO,NÃO INFORMADO,SUPERIOR COMPLETO,SUPLENTE,2625,"0,18"
2012,210000031722,JORGE LUIZ LOPES COSTA,VEREADOR,MASCULINO,NÃO INFORMADO,SUPERIOR INCOMPLETO,SUPLENTE,366,"0,03"
2012,210000018668,GERSON LUIS DA CUNHA,VEREADOR,MASCULINO,NÃO INFORMADO,SUPERIOR COMPLETO,SUPLENTE,335,"0,02"
2012,210000010614,JAIR SOUZA DA SILVA,VEREADOR,MASCULINO,NÃO INFORMADO,ENSINO MÉDIO COMPLETO,SUPLENTE,329,"0,02"
2012,210000010603,CASSIO SILVA MOREIRA,VEREADOR,MASCULINO,NÃO INFORMADO,SUPERIOR COMPLETO,SUPLENTE,1955,"0,13"
2012,210000010628,MARIA DE LOURDES DALLACORT ZAMPIERON,VEREADOR,FEMININO,NÃO INFORMADO,SUPERIOR COMPLETO,SUPLENTE,1628,"0,11"
2012,210000000347,SAMUEL SOARES VERGARA,VEREADOR,MASCULINO,NÃO INFORMADO,LÊ E ESCREVE,SUPLENTE,212,"0,01"
2012,210000029543,LUIZ ANTONIO TARRAGÔ,VEREADOR,MASCULINO,NÃO INFORMADO,ENSINO MÉDIO COMPLETO,SUPLENTE,92,"0,01"
2012,210000034001,ADALCIR BRUBACHER,VEREADOR,MASCULINO,NÃO INFORMADO,ENSINO MÉDIO COMPLETO,SUPLENTE,552,"0,04"
2012,210000032996,IRACI SOPELSA,VEREADOR,FEMININO,NÃO INFORMADO,ENSINO MÉDIO COMPLETO,NÃO ELEITO,480,"0,03"
2012,210000033011,LUIZ FILIPE VIEIRA CORRÊA DE OLIVEIRA,VEREADOR,MASCULINO,NÃO INFORMADO,SUPERIOR COMPLETO,NÃO ELEITO,3675,"0,25"
2012,210000000349,SUELI MARILENE DIHEL ERMEL,VEREADOR,FEMININO,NÃO INFORMADO,ENSINO FUNDAMENTAL COMPLETO,SUPLENTE,218,"0,01"
2012,210000000306,DANIEL OLIVEIRA CRUZ,VEREADOR,MASCULINO,NÃO INFORMADO,SUPERIOR COMPLETO,SUPLENTE,57,"0,00"
2012,210000000334,MARIA MARLENE DA SILVA,VEREADOR,FEMININO,NÃO INFORMADO,LÊ E ESCREVE,SUPLENTE,21,"0,00"
2012,210000033003,JULIANA BRAMRAITER,VEREADOR,FEMININO,NÃO INFORMADO,SUPERIOR COMPLETO,NÃO ELEITO,682,"0,05"
2012,210000028871,PATRICK ALESSANDRO EGGRES DALPAZ,VEREADOR,MASCULINO,NÃO INFORMADO,SUPERIOR INCOMPLETO,SUPLENTE,133,"0,01"
2012,210000028625,EMERSON CORREA DA SILVA,VEREADOR,MASCULINO,NÃO INFORMADO,SUPERIOR INCOMPLETO,SUPLENTE,1717,"0,12"
2012,210000018691,PAULO VINICIUS RODRIGUES SILVA,VEREADOR,MASCULINO,NÃO INFORMADO,SUPERIOR INCOMPLETO,SUPLENTE,35,"0,00"
2012,210000000387,JUBERLEI BAES BACELO,VEREADOR,MASCULINO,NÃO INFORMADO,SUPERIOR INCOMPLETO,SUPLENTE,2685,"0,18"
2012,210000000450,FILIPE RODENBUSCH TISBIEREK,VEREADOR,MASCULINO,NÃO INFORMADO,SUPERIOR COMPLETO,SUPLENTE,1220,"0,08"
2012,210000000362,ALBERTO LIEBLING KOPITTKE,VEREADOR,MASCULINO,NÃO INFORMADO,SUPERIOR COMPLETO,ELEITO,5280,"0,36"
2012,210000000298,ANGELA MARIA COMUNAL GOMES,VEREADOR,FEMININO,NÃO INFORMADO,ENSINO MÉDIO COMPLETO,SUPLENTE,15,"0,00"
2012,210000000377,EDER LUÍS FARIAS,VEREADOR,MASCULINO,NÃO INFORMADO,ENSINO MÉDIO COMPLETO,SUPLENTE,838,"0,06"
2012,210000000989,EDUARDO RAVA DE CAMPOS,VEREADOR,MASCULINO,NÃO INFORMADO,SUPERIOR COMPLETO,SUPLENTE,687,"0,05"
2012,210000010937,EVA DOMINGAS DE SOUZA PIRES,VEREADOR,FEMININO,NÃO INFORMADO,ENSINO MÉDIO COMPLETO,SUPLENTE,331,"0,02"
2012,210000000401,PAULO ROGÉRIO DE SIQUEIRA CORBETT,VEREADOR,MASCULINO,NÃO INFORMADO,SUPERIOR INCOMPLETO,SUPLENTE,219,"0,02"
2012,210000000465,NARA BEATRIZ LOPES VIDAL,VEREADOR,FEMININO,NÃO INFORMADO,SUPERIOR COMPLETO,SUPLENTE,485,"0,03"
2012,210000018658,CARLOS AUGUSTO PINTO DA SILVEIRA,VEREADOR,MASCULINO,NÃO INFORMADO,ENSINO FUNDAMENTAL COMPLETO,SUPLENTE,557,"0,04"
2012,210000010622,LILINQUIEL FAGUNDES DOS SANTOS SOUZA,VEREADOR,FEMININO,NÃO INFORMADO,ENSINO MÉDIO COMPLETO,SUPLENTE,2799,"0,19"
2012,210000000985,CASSIANO NOIMANN LEAL,VEREADOR,MASCULINO,NÃO INFORMADO,SUPERIOR COMPLETO,SUPLENTE,804,"0,06"
2012,210000017160,CARLOS ADÃO DA ROSA SILVA,VEREADOR,MASCULINO,NÃO INFORMADO,ENSINO MÉDIO INCOMPLETO,SUPLENTE,46,"0,00"
2012,210000018688,MÔNICA ROMCY MOHR,VEREADOR,FEMININO,NÃO INFORMADO,ENSINO MÉDIO COMPLETO,SUPLENTE,138,"0,01"
2012,210000032989,DENIS RAFAEL RATHMANN,VEREADOR,MASCULINO,NÃO INFORMADO,ENSINO MÉDIO COMPLETO,NÃO ELEITO,54,"0,00"
2012,210000029986,OLETI ROLIN ALVES GOMES,VEREADOR,FEMININO,NÃO INFORMADO,SUPERIOR COMPLETO,NÃO ELEITO,85,"0,01"
2012,210000018661,DIEGO WEIDEMANN RACHE VITELLO,VEREADOR,MASCULINO,NÃO INFORMADO,SUPERIOR INCOMPLETO,SUPLENTE,259,"0,02"
2012,210000010629,MARIA HELENA FRANÇA,VEREADOR,FEMININO,NÃO INFORMADO,SUPERIOR COMPLETO,SUPLENTE,15,"0,00"
2012,210000010945,JACQUES ALBERTO LEÃO DA SILVA,VEREADOR,MASCULINO,NÃO INFORMADO,ENSINO MÉDIO INCOMPLETO,SUPLENTE,309,"0,02"
2012,210000010959,LUCIANE EVA MONTE MAIOR DA SILVA,VEREADOR,FEMININO,NÃO INFORMADO,SUPERIOR INCOMPLETO,SUPLENTE,787,"0,05"
2012,210000000993,HAROLDO JOAQUIM DE SOUZA,VEREADOR,MASCULINO,NÃO INFORMADO,ENSINO FUNDAMENTAL COMPLETO,SUPLENTE,1947,"0,13"
2012,210000010638,PAULO ELISEO BAPTISTA DA SILVA,VEREADOR,MASCULINO,NÃO INFORMADO,ENSINO MÉDIO COMPLETO,SUPLENTE,968,"0,07"
2012,210000001029,SANDRA REGINA DUTRA SERAFIM,VEREADOR,FEMININO,NÃO INFORMADO,ENSINO FUNDAMENTAL COMPLETO,SUPLENTE,92,"0,01"
2012,210000000469,PAULO GONÇALVES,VEREADOR,MASCULINO,NÃO INFORMADO,ENSINO FUNDAMENTAL COMPLETO,SUPLENTE,383,"0,03"
2012,210000029615,CAROLINA DA SILVA FERREIRA,VEREADOR,FEMININO,NÃO INFORMADO,SUPERIOR INCOMPLETO,SUPLENTE,603,"0,04"
2012,210000032984,ANTÔNIO CARLOS BECKER,VEREADOR,MASCULINO,NÃO INFORMADO,SUPERIOR INCOMPLETO,NÃO ELEITO,11,"0,00"
2012,210000032985,CARLOS AMILTO RODRIGUES TELLES,VEREADOR,MASCULINO,NÃO INFORMADO,ENSINO FUNDAMENTAL INCOMPLETO,NÃO ELEITO,20,"0,00"
2012,210000034004,ANTONIO JULIO SOUZA VELHO,VEREADOR,MASCULINO,NÃO INFORMADO,SUPERIOR COMPLETO,SUPLENTE,172,"0,01"
2012,210000000446,ELÓI FRANCISCO PEDROSO GUIMARÃES,VEREADOR,MASCULINO,NÃO INFORMADO,SUPERIOR COMPLETO,SUPLENTE,4021,"0,28"
2012,210000010920,ANTONIA ELISABETH POETA KROB,VEREADOR,FEMININO,NÃO INFORMADO,SUPERIOR COMPLETO,SUPLENTE,244,"0,02"
2012,210000018675,JOCIMAR CARDOSO DE MELLO,VEREADOR,MASCULINO,NÃO INFORMADO,ENSINO MÉDIO COMPLETO,SUPLENTE,222,"0,02"
2012,210000018676,JORGE ANTONIO DOS SANTOS,VEREADOR,MASCULINO,NÃO INFORMADO,ENSINO MÉDIO COMPLETO,SUPLENTE,223,"0,02"
2012,210000028985,MARCIO LUIS LIMA DOS SANTOS,VEREADOR,MASCULINO,NÃO INFORMADO,SUPERIOR INCOMPLETO,SUPLENTE,367,"0,03"
2012,210000000984,CARLOS ALBERTO OLIVEIRA GARCIA,VEREADOR,MASCULINO,NÃO INFORMADO,SUPERIOR COMPLETO,ELEITO,5138,"0,35"
2012,210000029975,ALTANIR QUINTANA DA SILVA,VEREADOR,MASCULINO,NÃO INFORMADO,SUPERIOR COMPLETO,NÃO ELEITO,156,"0,01"
2012,210000010460,MARCIA SOLANGE DA SILVA CASTRO,VEREADOR,FEMININO,NÃO INFORMADO,SUPERIOR COMPLETO,SUPLENTE,376,"0,03"
2012,210000000350,TADEU DE FREITAS PARAGUASSU,VEREADOR,MASCULINO,NÃO INFORMADO,SUPERIOR INCOMPLETO,SUPLENTE,308,"0,02"
2012,210000033016,RAFAEL SALGADO DE MORAES,VEREADOR,MASCULINO,NÃO INFORMADO,SUPERIOR INCOMPLETO,NÃO ELEITO,483,"0,03"
2012,210000001005,MARIA ANTONIETA SILVA DE FELIPPETTO,VEREADOR,FEMININO,NÃO INFORMADO,SUPERIOR COMPLETO,SUPLENTE,304,"0,02"
2012,210000010646,ROBERTO NACHTIGALL,VEREADOR,MASCULINO,NÃO INFORMADO,SUPERIOR COMPLETO,SUPLENTE,495,"0,03"
2012,210000010990,WALDIR CANAL,VEREADOR,MASCULINO,NÃO INFORMADO,SUPERIOR COMPLETO,ELEITO,8211,"0,56"
2012,210000028647,JOSÉ LUIS CORREA NOVAES,VEREADOR,MASCULINO,NÃO INFORMADO,SUPERIOR COMPLETO,SUPLENTE,350,"0,02"
2012,210000000357,ABEL PEDRO FLORES BARRIA,VEREADOR,MASCULINO,NÃO INFORMADO,ENSINO MÉDIO COMPLETO,SUPLENTE,434,"0,03"
2012,210000000435,ANTENOR FIGINI MACHADO LEAL,VEREADOR,MASCULINO,NÃO INFORMADO,ENSINO MÉDIO COMPLETO,SUPLENTE,1619,"0,11"
2012,210000000333,MARIA LUIZA SUAREZ MORAES,VEREADOR,FEMININO,NÃO INFORMADO,SUPERIOR COMPLETO,SUPLENTE,851,"0,06"
2012,210000010607,DIEGO JACOBSEN NICKEL,VEREADOR,MASCULINO,NÃO INFORMADO,SUPERIOR COMPLETO,SUPLENTE,154,"0,01"
2012,210000000432,ALCEU OLIVEIRA DA ROSA,VEREADOR,MASCULINO,NÃO INFORMADO,ENSINO FUNDAMENTAL COMPLETO,SUPLENTE,4425,"0,30"
2012,210000001026,ROZELI DA SILVA,VEREADOR,FEMININO,NÃO INFORMADO,ENSINO FUNDAMENTAL COMPLETO,SUPLENTE,2585,"0,18"
2012,210000000483,WAGNER ELTZ SEELIG,VEREADOR,MASCULINO,NÃO INFORMADO,SUPERIOR INCOMPLETO,SUPLENTE,1103,"0,08"
2012,210000010975,PAULA BERLOWITZ DELGADO,VEREADOR,FEMININO,NÃO INFORMADO,ENSINO MÉDIO INCOMPLETO,SUPLENTE,174,"0,01"
2012,210000010925,CARLA REGINA BARATA SFERRA,VEREADOR,FEMININO,NÃO INFORMADO,ENSINO MÉDIO COMPLETO,SUPLENTE,90,"0,01"
2012,210000001027,RUBENVAL NUNES DA SILVA,VEREADOR,MASCULINO,NÃO INFORMADO,ENSINO FUNDAMENTAL COMPLETO,SUPLENTE,108,"0,01"
2012,210000018664,ENILSON SCHEPFF GAMBARRA DA SILVA,VEREADOR,MASCULINO,NÃO INFORMADO,ENSINO MÉDIO COMPLETO,SUPLENTE,1290,"0,09"
2012,210000029977,CELESTE TERESA DA SILVA DUTRA,VEREADOR,FEMININO,NÃO INFORMADO,ENSINO FUNDAMENTAL COMPLETO,NÃO ELEITO,72,"0,00"
2012,210000018694,SOLANGE CONCEIÇÃO STADLER NORMANN,VEREADOR,FEMININO,NÃO INFORMADO,ENSINO MÉDIO COMPLETO,SUPLENTE,159,"0,01"
2012,210000010973,NELSON NEVES DE SOUZA,VEREADOR,MASCULINO,NÃO INFORMADO,ENSINO MÉDIO COMPLETO,SUPLENTE,225,"0,02"
2012,210000010625,MANOEL ANTONIO DA SILVA SANTOS,VEREADOR,MASCULINO,NÃO INFORMADO,ENSINO MÉDIO COMPLETO,SUPLENTE,382,"0,03"
2012,210000000481,VANIUS GUARIGLIA,VEREADOR,MASCULINO,NÃO INFORMADO,SUPERIOR COMPLETO,SUPLENTE,637,"0,04"
2012,210000010617,JORGE DA COSTA CORREA,VEREADOR,MASCULINO,NÃO INFORMADO,ENSINO MÉDIO COMPLETO,SUPLENTE,1196,"0,08"
2012,210000028889,EMIR OLIVEIRA DORNELES,VEREADOR,MASCULINO,NÃO INFORMADO,ENSINO MÉDIO COMPLETO,SUPLENTE,260,"0,02"
2012,210000000470,PAULO JORGE AMARAL CARDOSO,VEREADOR,MASCULINO,NÃO INFORMADO,ENSINO FUNDAMENTAL COMPLETO,SUPLENTE,977,"0,07"
2012,210000010656,ZAKEU FRAGA DOS SANTOS,VEREADOR,MASCULINO,NÃO INFORMADO,ENSINO FUNDAMENTAL COMPLETO,SUPLENTE,140,"0,01"
2012,210000028648,GISELLE GUIMARÃES HUBBE,VEREADOR,FEMININO,NÃO INFORMADO,ENSINO MÉDIO COMPLETO,SUPLENTE,1840,"0,13"
2012,210000018681,LOIDEMAR BRIZOLA PIMENTEL,VEREADOR,MASCULINO,NÃO INFORMADO,SUPERIOR INCOMPLETO,SUPLENTE,464,"0,03"
2012,210000000391,LUIZ ANTONIO PROENÇA FERNANDES,VEREADOR,MASCULINO,NÃO INFORMADO,ENSINO MÉDIO COMPLETO,SUPLENTE,2184,"0,15"
2012,210000032988,CHARLES ADRIANO MELO GUEDES,VEREADOR,MASCULINO,NÃO INFORMADO,SUPERIOR COMPLETO,NÃO ELEITO,687,"0,05"
2012,210000010944,JACIRA PERDOMO CARDOSO,VEREADOR,FEMININO,NÃO INFORMADO,ENSINO MÉDIO COMPLETO,SUPLENTE,184,"0,01"
2012,210000010950,JOSÉ AMARO AZEVEDO DE FREITAS,VEREADOR,MASCULINO,NÃO INFORMADO,SUPERIOR COMPLETO,ELEITO,6617,"0,45"
2012,210000010982,SERGIO LUIS MENDES FRAGA,VEREADOR,MASCULINO,NÃO INFORMADO,ENSINO FUNDAMENTAL INCOMPLETO,SUPLENTE,1397,"0,10"
2012,210000018686,LÚCIO BORGES BARCELOS,VEREADOR,MASCULINO,NÃO INFORMADO,SUPERIOR COMPLETO,SUPLENTE,914,"0,06"
2012,210000028686,EDENILSON DAVI,VEREADOR,MASCULINO,NÃO INFORMADO,ENSINO FUNDAMENTAL COMPLETO,SUPLENTE,294,"0,02"
2012,210000000364,ALINE DOS SANTOS LOPES,VEREADOR,FEMININO,NÃO INFORMADO,ENSINO MÉDIO INCOMPLETO,SUPLENTE,43,"0,00"
2012,210000017175,LEANDRO DE CARVALHO GONÇALVES,VEREADOR,MASCULINO,NÃO INFORMADO,ENSINO MÉDIO COMPLETO,SUPLENTE,112,"0,01"
2012,210000000307,DENISE LETICIA DOS SANTOS,VEREADOR,FEMININO,NÃO INFORMADO,ENSINO MÉDIO COMPLETO,SUPLENTE,244,"0,02"
2012,210000035374,RITA DE CÁSSIA FONSECA,VEREADOR,FEMININO,NÃO INFORMADO,ENSINO FUNDAMENTAL COMPLETO,SUPLENTE,4,"0,00"
2012,210000010948,JORGE LUIZ CUTY DA SILVA,VEREADOR,MASCULINO,NÃO INFORMADO,SUPERIOR COMPLETO,SUPLENTE,1524,"0,10"
2012,210000000466,NILO SERGIO SANTOS DOS SANTOS,VEREADOR,MASCULINO,NÃO INFORMADO,ENSINO MÉDIO COMPLETO,SUPLENTE,2478,"0,17"
