SQ_CANDIDATO,ANO_ELEICAO,SG_UE,NM_UE,CD_CARGO,DS_CARGO,NM_CANDIDATO,CD_GENERO,DS_GENERO,CD_GRAU_INSTRUCAO,DS_GRAU_INSTRUCAO,CD_COR_RACA,DS_COR_RACA,QT_VOTOS_NOMINAIS,PERC_VOTOS,CLASSIFICACAO,SITUACAO
210000000985,2012,88013,PORTO ALEGRE,13,VEREADOR,CASSIANO NOIMANN LEAL,2,MASCULINO,8,SUPERIOR COMPLETO,-3,#NE#,804,0.05519570791584714,185,NÃO ELEITO
210000017160,2012,88013,PORTO ALEGRE,13,VEREADOR,CARLOS ADÃO DA ROSA SILVA,2,MASCULINO,5,ENSINO MÉDIO INCOMPLETO,-3,#NE#,46,0.00315796338822011,529,NÃO ELEITO
210000018688,2012,88013,PORTO ALEGRE,13,VEREADOR,MÔNICA ROMCY MOHR,4,FEMININO,6,ENSINO MÉDIO COMPLETO,-3,#NE#,138,0.00947389016466033,434,NÃO ELEITO
210000032989,2012,88013,PORTO ALEGRE,13,VEREADOR,DENIS RAFAEL RATHMANN,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,-3,#NE#,54,0.0037071744122583903,520,NÃO ELEITO
210000029986,2012,88013,PORTO ALEGRE,13,VEREADOR,OLETI ROLIN ALVES GOMES,4,FEMININO,8,SUPERIOR COMPLETO,-3,#NE#,85,0.005835367130406725,480,NÃO ELEITO
210000018661,2012,88013,PORTO ALEGRE,13,VEREADOR,DIEGO WEIDEMANN RACHE VITELLO,2,MASCULINO,7,SUPERIOR INCOMPLETO,-3,#NE#,259,0.017780706903239313,349,NÃO ELEITO
210000010629,2012,88013,PORTO ALEGRE,13,VEREADOR,MARIA HELENA FRANÇA,4,FEMININO,8,SUPERIOR COMPLETO,-3,#NE#,15,0.0010297706700717751,558,NÃO ELEITO
210000010945,2012,88013,PORTO ALEGRE,13,VEREADOR,JACQUES ALBERTO LEÃO DA SILVA,2,MASCULINO,5,ENSINO MÉDIO INCOMPLETO,-3,#NE#,309,0.021213275803478565,323,NÃO ELEITO
210000010959,2012,88013,PORTO ALEGRE,13,VEREADOR,LUCIANE EVA MONTE MAIOR DA SILVA,4,FEMININO,7,SUPERIOR INCOMPLETO,-3,#NE#,787,0.05402863448976579,192,NÃO ELEITO
210000000993,2012,88013,PORTO ALEGRE,13,VEREADOR,HAROLDO JOAQUIM DE SOUZA,2,MASCULINO,4,ENSINO FUNDAMENTAL COMPLETO,-3,#NE#,1947,0.13366423297531638,97,NÃO ELEITO
210000010638,2012,88013,PORTO ALEGRE,13,VEREADOR,PAULO ELISEO BAPTISTA DA SILVA,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,-3,#NE#,968,0.06645453390863187,166,NÃO ELEITO
210000001029,2012,88013,PORTO ALEGRE,13,VEREADOR,SANDRA REGINA DUTRA SERAFIM,4,FEMININO,4,ENSINO FUNDAMENTAL COMPLETO,-3,#NE#,92,0.00631592677644022,475,NÃO ELEITO
210000000469,2012,88013,PORTO ALEGRE,13,VEREADOR,PAULO GONÇALVES,2,MASCULINO,4,ENSINO FUNDAMENTAL COMPLETO,-3,#NE#,383,0.026293477775832654,293,NÃO ELEITO
210000029615,2012,88013,PORTO ALEGRE,13,VEREADOR,CAROLINA DA SILVA FERREIRA,4,FEMININO,7,SUPERIOR INCOMPLETO,-3,#NE#,603,0.041396780936885355,226,NÃO ELEITO
210000032984,2012,88013,PORTO ALEGRE,13,VEREADOR,ANTÔNIO CARLOS BECKER,2,MASCULINO,7,SUPERIOR INCOMPLETO,-3,#NE#,11,0.000755165158052635,562,NÃO ELEITO
210000032985,2012,88013,PORTO ALEGRE,13,VEREADOR,CARLOS AMILTO RODRIGUES TELLES,2,MASCULINO,3,ENSINO FUNDAMENTAL INCOMPLETO,-3,#NE#,20,0.0013730275600957,554,NÃO ELEITO
210000034004,2012,88013,PORTO ALEGRE,13,VEREADOR,ANTONIO JULIO SOUZA VELHO,2,MASCULINO,8,SUPERIOR COMPLETO,-3,#NE#,172,0.011808037016823019,404,NÃO ELEITO
210000000446,2012,88013,PORTO ALEGRE,13,VEREADOR,ELÓI FRANCISCO PEDROSO GUIMARÃES,2,MASCULINO,8,SUPERIOR COMPLETO,-3,#NE#,4021,0.2760471909572405,53,NÃO ELEITO
210000010920,2012,88013,PORTO ALEGRE,13,VEREADOR,ANTONIA ELISABETH POETA KROB,4,FEMININO,8,SUPERIOR COMPLETO,-3,#NE#,244,0.01675093623316754,356,NÃO ELEITO
210000018675,2012,88013,PORTO ALEGRE,13,VEREADOR,JOCIMAR CARDOSO DE MELLO,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,-3,#NE#,222,0.015240605917062269,372,NÃO ELEITO
210000018676,2012,88013,PORTO ALEGRE,13,VEREADOR,JORGE ANTONIO DOS SANTOS,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,-3,#NE#,223,0.015309257295067054,371,NÃO ELEITO
210000028985,2012,88013,PORTO ALEGRE,13,VEREADOR,MARCIO LUIS LIMA DOS SANTOS,2,MASCULINO,7,SUPERIOR INCOMPLETO,-3,#NE#,367,0.025195055727756092,297,NÃO ELEITO
210000000984,2012,88013,PORTO ALEGRE,13,VEREADOR,CARLOS ALBERTO OLIVEIRA GARCIA,2,MASCULINO,8,SUPERIOR COMPLETO,-3,#NE#,5138,0.35273078018858534,37,NÃO ELEITO
210000029975,2012,88013,PORTO ALEGRE,13,VEREADOR,ALTANIR QUINTANA DA SILVA,2,MASCULINO,8,SUPERIOR COMPLETO,-3,#NE#,156,0.01070961496874646,415,NÃO ELEITO
210000010460,2012,88013,PORTO ALEGRE,13,VEREADOR,MARCIA SOLANGE DA SILVA CASTRO,4,FEMININO,8,SUPERIOR COMPLETO,-3,#NE#,376,0.02581291812979916,296,NÃO ELEITO
210000000350,2012,88013,PORTO ALEGRE,13,VEREADOR,TADEU DE FREITAS PARAGUASSU,2,MASCULINO,7,SUPERIOR INCOMPLETO,-3,#NE#,308,0.021144624425473782,324,NÃO ELEITO
210000033016,2012,88013,PORTO ALEGRE,13,VEREADOR,RAFAEL SALGADO DE MORAES,2,MASCULINO,7,SUPERIOR INCOMPLETO,-3,#NE#,483,0.033158615576311154,252,NÃO ELEITO
210000001005,2012,88013,PORTO ALEGRE,13,VEREADOR,MARIA ANTONIETA SILVA DE FELIPPETTO,4,FEMININO,8,SUPERIOR COMPLETO,-3,#NE#,304,0.020870018913454642,327,NÃO ELEITO
210000010646,2012,88013,PORTO ALEGRE,13,VEREADOR,ROBERTO NACHTIGALL,2,MASCULINO,8,SUPERIOR COMPLETO,-3,#NE#,495,0.03398243211236858,250,NÃO ELEITO
210000010990,2012,88013,PORTO ALEGRE,13,VEREADOR,WALDIR CANAL,2,MASCULINO,8,SUPERIOR COMPLETO,-3,#NE#,8211,0.5636964647972896,18,NÃO ELEITO
210000028647,2012,88013,PORTO ALEGRE,13,VEREADOR,JOSÉ LUIS CORREA NOVAES,2,MASCULINO,8,SUPERIOR COMPLETO,-3,#NE#,350,0.02402798230167475,306,NÃO ELEITO
210000000357,2012,88013,PORTO ALEGRE,13,VEREADOR,ABEL PEDRO FLORES BARRIA,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,-3,#NE#,434,0.02979469805407669,276,NÃO ELEITO
210000000435,2012,88013,PORTO ALEGRE,13,VEREADOR,ANTENOR FIGINI MACHADO LEAL,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,-3,#NE#,1619,0.11114658098974692,112,NÃO ELEITO
210000000333,2012,88013,PORTO ALEGRE,13,VEREADOR,MARIA LUIZA SUAREZ MORAES,4,FEMININO,8,SUPERIOR COMPLETO,-3,#NE#,851,0.058422322682072036,179,NÃO ELEITO
210000010607,2012,88013,PORTO ALEGRE,13,VEREADOR,DIEGO JACOBSEN NICKEL,2,MASCULINO,8,SUPERIOR COMPLETO,-3,#NE#,154,0.010572312212736891,417,NÃO ELEITO
210000000432,2012,88013,PORTO ALEGRE,13,VEREADOR,ALCEU OLIVEIRA DA ROSA,2,MASCULINO,4,ENSINO FUNDAMENTAL COMPLETO,-3,#NE#,4425,0.3037823476711736,43,NÃO ELEITO
210000001026,2012,88013,PORTO ALEGRE,13,VEREADOR,ROZELI DA SILVA,4,FEMININO,4,ENSINO FUNDAMENTAL COMPLETO,-3,#NE#,2585,0.17746381214236923,80,NÃO ELEITO
210000000483,2012,88013,PORTO ALEGRE,13,VEREADOR,WAGNER ELTZ SEELIG,2,MASCULINO,7,SUPERIOR INCOMPLETO,-3,#NE#,1103,0.07572246993927785,154,NÃO ELEITO
210000010975,2012,88013,PORTO ALEGRE,13,VEREADOR,PAULA BERLOWITZ DELGADO,4,FEMININO,5,ENSINO MÉDIO INCOMPLETO,-3,#NE#,174,0.011945339772832589,401,NÃO ELEITO
210000010925,2012,88013,PORTO ALEGRE,13,VEREADOR,CARLA REGINA BARATA SFERRA,4,FEMININO,6,ENSINO MÉDIO COMPLETO,-3,#NE#,90,0.00617862402043065,477,NÃO ELEITO
210000001027,2012,88013,PORTO ALEGRE,13,VEREADOR,RUBENVAL NUNES DA SILVA,2,MASCULINO,4,ENSINO FUNDAMENTAL COMPLETO,-3,#NE#,108,0.007414348824516781,460,NÃO ELEITO
210000018664,2012,88013,PORTO ALEGRE,13,VEREADOR,ENILSON SCHEPFF GAMBARRA DA SILVA,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,-3,#NE#,1290,0.08856027762617265,133,NÃO ELEITO
210000029977,2012,88013,PORTO ALEGRE,13,VEREADOR,CELESTE TERESA DA SILVA DUTRA,4,FEMININO,4,ENSINO FUNDAMENTAL COMPLETO,-3,#NE#,72,0.00494289921634452,503,NÃO ELEITO
210000018694,2012,88013,PORTO ALEGRE,13,VEREADOR,SOLANGE CONCEIÇÃO STADLER NORMANN,4,FEMININO,6,ENSINO MÉDIO COMPLETO,-3,#NE#,159,0.010915569102760815,412,NÃO ELEITO
210000010973,2012,88013,PORTO ALEGRE,13,VEREADOR,NELSON NEVES DE SOUZA,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,-3,#NE#,225,0.015446560051076625,370,NÃO ELEITO
210000010625,2012,88013,PORTO ALEGRE,13,VEREADOR,MANOEL ANTONIO DA SILVA SANTOS,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,-3,#NE#,382,0.02622482639782787,295,NÃO ELEITO
210000000481,2012,88013,PORTO ALEGRE,13,VEREADOR,VANIUS GUARIGLIA,2,MASCULINO,8,SUPERIOR COMPLETO,-3,#NE#,637,0.043730927789048045,220,NÃO ELEITO
210000010617,2012,88013,PORTO ALEGRE,13,VEREADOR,JORGE DA COSTA CORREA,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,-3,#NE#,1196,0.08210704809372286,143,NÃO ELEITO
210000028889,2012,88013,PORTO ALEGRE,13,VEREADOR,EMIR OLIVEIRA DORNELES,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,-3,#NE#,260,0.0178493582812441,348,NÃO ELEITO
210000000470,2012,88013,PORTO ALEGRE,13,VEREADOR,PAULO JORGE AMARAL CARDOSO,2,MASCULINO,4,ENSINO FUNDAMENTAL COMPLETO,-3,#NE#,977,0.06707239631067494,165,NÃO ELEITO
210000010656,2012,88013,PORTO ALEGRE,13,VEREADOR,ZAKEU FRAGA DOS SANTOS,2,MASCULINO,4,ENSINO FUNDAMENTAL COMPLETO,-3,#NE#,140,0.0096111929206699,430,NÃO ELEITO
210000028648,2012,88013,PORTO ALEGRE,13,VEREADOR,GISELLE GUIMARÃES HUBBE,4,FEMININO,6,ENSINO MÉDIO COMPLETO,-3,#NE#,1840,0.1263185355288044,101,NÃO ELEITO
210000018681,2012,88013,PORTO ALEGRE,13,VEREADOR,LOIDEMAR BRIZOLA PIMENTEL,2,MASCULINO,7,SUPERIOR INCOMPLETO,-3,#NE#,464,0.031854239394220246,259,NÃO ELEITO
210000000391,2012,88013,PORTO ALEGRE,13,VEREADOR,LUIZ ANTONIO PROENÇA FERNANDES,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,-3,#NE#,2184,0.14993460956245044,91,NÃO ELEITO
210000032988,2012,88013,PORTO ALEGRE,13,VEREADOR,CHARLES ADRIANO MELO GUEDES,2,MASCULINO,8,SUPERIOR COMPLETO,-3,#NE#,687,0.0471634966892873,208,NÃO ELEITO
210000010944,2012,88013,PORTO ALEGRE,13,VEREADOR,JACIRA PERDOMO CARDOSO,4,FEMININO,6,ENSINO MÉDIO COMPLETO,-3,#NE#,184,0.01263185355288044,397,NÃO ELEITO
210000010950,2012,88013,PORTO ALEGRE,13,VEREADOR,JOSÉ AMARO AZEVEDO DE FREITAS,2,MASCULINO,8,SUPERIOR COMPLETO,-3,#NE#,6617,0.45426616825766236,26,NÃO ELEITO
210000010982,2012,88013,PORTO ALEGRE,13,VEREADOR,SERGIO LUIS MENDES FRAGA,2,MASCULINO,3,ENSINO FUNDAMENTAL INCOMPLETO,-3,#NE#,1397,0.09590597507268464,126,NÃO ELEITO
210000018686,2012,88013,PORTO ALEGRE,13,VEREADOR,LÚCIO BORGES BARCELOS,2,MASCULINO,8,SUPERIOR COMPLETO,-3,#NE#,914,0.06274735949637349,169,NÃO ELEITO
210000028686,2012,88013,PORTO ALEGRE,13,VEREADOR,EDENILSON DAVI,2,MASCULINO,4,ENSINO FUNDAMENTAL COMPLETO,-3,#NE#,294,0.02018350513340679,334,NÃO ELEITO
210000000364,2012,88013,PORTO ALEGRE,13,VEREADOR,ALINE DOS SANTOS LOPES,4,FEMININO,5,ENSINO MÉDIO INCOMPLETO,-3,#NE#,43,0.0029520092542057548,535,NÃO ELEITO
210000017175,2012,88013,PORTO ALEGRE,13,VEREADOR,LEANDRO DE CARVALHO GONÇALVES,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,-3,#NE#,112,0.00768895433653592,454,NÃO ELEITO
210000000307,2012,88013,PORTO ALEGRE,13,VEREADOR,DENISE LETICIA DOS SANTOS,4,FEMININO,6,ENSINO MÉDIO COMPLETO,-3,#NE#,244,0.01675093623316754,356,NÃO ELEITO
210000035374,2012,88013,PORTO ALEGRE,13,VEREADOR,RITA DE CÁSSIA FONSECA,4,FEMININO,4,ENSINO FUNDAMENTAL COMPLETO,-3,#NE#,4,0.00027460551201914,567,NÃO ELEITO
210000010948,2012,88013,PORTO ALEGRE,13,VEREADOR,JORGE LUIZ CUTY DA SILVA,2,MASCULINO,8,SUPERIOR COMPLETO,-3,#NE#,1524,0.10462470007929234,118,NÃO ELEITO
210000000466,2012,88013,PORTO ALEGRE,13,VEREADOR,NILO SERGIO SANTOS DOS SANTOS,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,-3,#NE#,2478,0.17011811469585722,83,NÃO ELEITO
210000029758,2012,88013,PORTO ALEGRE,13,VEREADOR,JOSÉ CLAUDIO FREITAS CONCEIÇÃO,2,MASCULINO,8,SUPERIOR COMPLETO,-3,#NE#,2594,0.1780816745444123,79,NÃO ELEITO
210000000986,2012,88013,PORTO ALEGRE,13,VEREADOR,CLEVERSON TORGO ZANARDI,2,MASCULINO,8,SUPERIOR COMPLETO,-3,#NE#,290,0.01990889962138765,338,NÃO ELEITO
210000035751,2012,88013,PORTO ALEGRE,13,VEREADOR,MARIA DA CONCEIÇÃO CASTRO FAGUNDES,4,FEMININO,8,SUPERIOR COMPLETO,-3,#NE#,84,0.005766715752401941,483,NÃO ELEITO
210000010186,2012,88013,PORTO ALEGRE,11,PREFEITO,JOSÉ ALBERTO REUS FORTUNATI,2,MASCULINO,8,SUPERIOR COMPLETO,-3,#NE#,517969,35.55928561376048,1,ELEITO
210000017194,2012,88013,PORTO ALEGRE,13,VEREADOR,PERICLES MACHADO DA SILVA,2,MASCULINO,4,ENSINO FUNDAMENTAL COMPLETO,-3,#NE#,184,0.01263185355288044,397,NÃO ELEITO
210000033000,2012,88013,PORTO ALEGRE,13,VEREADOR,JOSE MAURO DE ABREU,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,-3,#NE#,148,0.01016040394470818,422,NÃO ELEITO
210000024710,2016,88013,PORTO ALEGRE,13,VEREADOR,LUIZ FERNANDO NOBIA MARTINS,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,1,BRANCA,553,0.02762128767146551,254,NÃO ELEITO
210000031600,2016,88013,PORTO ALEGRE,13,VEREADOR,DANIEL FORTES VELASQUES,2,MASCULINO,4,ENSINO FUNDAMENTAL COMPLETO,1,BRANCA,166,0.008291381109336844,424,NÃO ELEITO
210000024649,2016,88013,PORTO ALEGRE,13,VEREADOR,MARISE DE OLIVEIRA GOMES,4,FEMININO,8,SUPERIOR COMPLETO,2,PRETA,223,0.01113842161073564,380,NÃO ELEITO
210000024695,2016,88013,PORTO ALEGRE,13,VEREADOR,VINICIUS KASTER,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA,1116,0.05574205613265011,146,NÃO ELEITO
210000031068,2016,88013,PORTO ALEGRE,13,VEREADOR,SERGIO DA SILVA FALCAO,2,MASCULINO,7,SUPERIOR INCOMPLETO,1,BRANCA,110,0.005494288686909957,467,NÃO ELEITO
210000023977,2016,88013,PORTO ALEGRE,13,VEREADOR,RENAN CAMBOIM PEREIRA,2,MASCULINO,7,SUPERIOR INCOMPLETO,2,PRETA,421,0.021028141247173563,287,NÃO ELEITO
210000022209,2016,88013,PORTO ALEGRE,13,VEREADOR,ANTONIO LUIS BERED SACOMORI,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA,1857,0.09275358265083446,98,NÃO ELEITO
210000023952,2016,88013,PORTO ALEGRE,13,VEREADOR,RAUL FERNANDO COHEN,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA,644,0.032166562857909205,230,NÃO ELEITO
210000016332,2016,88013,PORTO ALEGRE,13,VEREADOR,ADRIANA MEDEIROS COLLARES,4,FEMININO,8,SUPERIOR COMPLETO,1,BRANCA,409,0.020428764299510658,291,NÃO ELEITO
210000032768,2016,88013,PORTO ALEGRE,13,VEREADOR,CARMEM MARIA ROZA RAMIRES,4,FEMININO,6,ENSINO MÉDIO COMPLETO,1,BRANCA,74,0.0036961578439212435,500,NÃO ELEITO
210000016317,2016,88013,PORTO ALEGRE,13,VEREADOR,MARCOS CARLOS DE OLIVEIRA,2,MASCULINO,4,ENSINO FUNDAMENTAL COMPLETO,3,PARDA,1797,0.08975669791251993,100,NÃO ELEITO
210000004086,2016,88013,PORTO ALEGRE,13,VEREADOR,MARCOS VINICIO BARBOSA PIRES,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,1,BRANCA,177,0.008840809978027839,414,NÃO ELEITO
210000030587,2016,88013,PORTO ALEGRE,13,VEREADOR,CESAR NUNES BORCKHARDT,2,MASCULINO,7,SUPERIOR INCOMPLETO,1,BRANCA,27,0.001348598132241535,545,NÃO ELEITO
210000024153,2016,88013,PORTO ALEGRE,13,VEREADOR,JOSÉ BATISTA BRERO,2,MASCULINO,3,ENSINO FUNDAMENTAL INCOMPLETO,1,BRANCA,485,0.02422481830137572,266,NÃO ELEITO
210000010486,2016,88013,PORTO ALEGRE,13,VEREADOR,ROBERTO ANDRE MAZZOCCO,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,1,BRANCA,189,0.009440186925690744,403,NÃO ELEITO
210000010498,2016,88013,PORTO ALEGRE,13,VEREADOR,ADELI SELL,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA,3387,0.16917414347785475,54,NÃO ELEITO
210000016336,2016,88013,PORTO ALEGRE,13,VEREADOR,CLEITON SILVESTRE MUNHOZ DE FREITAS,2,MASCULINO,8,SUPERIOR COMPLETO,2,PRETA,4108,0.20518670841660094,42,NÃO ELEITO
210000021051,2016,88013,PORTO ALEGRE,13,VEREADOR,ALEXSANDRO DA SILVA BARBOSA,2,MASCULINO,5,ENSINO MÉDIO INCOMPLETO,2,PRETA,94,0.004695119423359418,479,NÃO ELEITO
210000006972,2016,88013,PORTO ALEGRE,13,VEREADOR,SABINA CUNHA BRAGA,4,FEMININO,6,ENSINO MÉDIO COMPLETO,1,BRANCA,160,0.007991692635505391,432,NÃO ELEITO
210000021075,2016,88013,PORTO ALEGRE,13,VEREADOR,FARID GERMANO FILHO,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA,1687,0.08426240922560999,107,NÃO ELEITO
210000016343,2016,88013,PORTO ALEGRE,13,VEREADOR,LUIS HENRIQUE LEMOS DA SILVEIRA,2,MASCULINO,7,SUPERIOR INCOMPLETO,1,BRANCA,1255,0.06268483910974541,131,NÃO ELEITO
210000017040,2016,88013,PORTO ALEGRE,13,VEREADOR,GIOVANE LUIZ DE LIMA JUNIOR,2,MASCULINO,5,ENSINO MÉDIO INCOMPLETO,1,BRANCA,2551,0.1274175494573391,75,NÃO ELEITO
210000023933,2016,88013,PORTO ALEGRE,13,VEREADOR,ELISETE ALVES MORETTO,4,FEMININO,8,SUPERIOR COMPLETO,2,PRETA,172,0.008591069583168296,422,NÃO ELEITO
210000016308,2016,88013,PORTO ALEGRE,13,VEREADOR,MARIA DE LOURDES DOS SANTOS SPRENGER,4,FEMININO,8,SUPERIOR COMPLETO,1,BRANCA,4931,0.24629397741048178,36,NÃO ELEITO
210000009218,2016,88013,PORTO ALEGRE,13,VEREADOR,BERNARDO HENRIQUE GAZZONI DEGRAZIA HOWES,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA,426,0.021277881642033106,285,NÃO ELEITO
210000006975,2016,88013,PORTO ALEGRE,13,VEREADOR,MARIANA PAHIM HYPPOLITO,4,FEMININO,7,SUPERIOR INCOMPLETO,1,BRANCA,374,0.018680581535493856,303,NÃO ELEITO
210000024702,2016,88013,PORTO ALEGRE,13,VEREADOR,CELSO DACOOLL SILVEIRA,2,MASCULINO,8,SUPERIOR COMPLETO,2,PRETA,419,0.020928245089229747,288,NÃO ELEITO
210000024709,2016,88013,PORTO ALEGRE,13,VEREADOR,JOSE NATIVIDADE COLMAO MARTINS,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,1,BRANCA,43,0.002147767395792074,529,NÃO ELEITO
210000006959,2016,88013,PORTO ALEGRE,13,VEREADOR,MARCO ANTÔNIO SANTOS DOS SANTOS,2,MASCULINO,4,ENSINO FUNDAMENTAL COMPLETO,2,PRETA,181,0.009040602293915475,409,NÃO ELEITO
210000021088,2016,88013,PORTO ALEGRE,13,VEREADOR,ANA HELENA ALBRECHT FREITAS,4,FEMININO,6,ENSINO MÉDIO COMPLETO,1,BRANCA,218,0.010888681215876097,383,NÃO ELEITO
210000006942,2016,88013,PORTO ALEGRE,13,VEREADOR,DOUGLAS FILGUEIRAS DE LIMA,2,MASCULINO,7,SUPERIOR INCOMPLETO,3,PARDA,756,0.03776074770276298,204,NÃO ELEITO
210000030566,2016,88013,PORTO ALEGRE,13,VEREADOR,CARLOS ALBERTO SILVEIRA IGNÁCIO MOTTA,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,1,BRANCA,211,0.010539044663072736,392,NÃO ELEITO
210000024703,2016,88013,PORTO ALEGRE,13,VEREADOR,SERGIO PANASUK,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,1,BRANCA,252,0.012586915900920993,362,NÃO ELEITO
210000033303,2016,88013,PORTO ALEGRE,13,VEREADOR,PAULO GIOVANI VIJAL DA SILVA,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,1,BRANCA,602,0.03006874354108904,237,NÃO ELEITO
210000030973,2016,88013,PORTO ALEGRE,11,PREFEITO,MARCELO FRANCISCO CHIODO,2,MASCULINO,7,SUPERIOR INCOMPLETO,1,BRANCA,4327,0.21612533771144896,41,NÃO ELEITO
210000022220,2016,88013,PORTO ALEGRE,13,VEREADOR,RAUL DAMO,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA,472,0.023575493274740907,269,NÃO ELEITO
210000006974,2016,88013,PORTO ALEGRE,13,VEREADOR,ALEX SANDRO CAIEL DA SILVA,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA,954,0.047650467339200905,163,NÃO ELEITO
210000023985,2016,88013,PORTO ALEGRE,13,VEREADOR,JOSÉ UELINTON ALEXANDRE,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA,76,0.0037960540018650616,499,NÃO ELEITO
210000016322,2016,88013,PORTO ALEGRE,13,VEREADOR,LUIS HENRIQUE DA SILVA MARTINS,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,1,BRANCA,176,0.008790861899055931,416,NÃO ELEITO
210000010474,2016,88013,PORTO ALEGRE,13,VEREADOR,LAURA SOARES SITO SILVEIRA,4,FEMININO,7,SUPERIOR INCOMPLETO,2,PRETA,2090,0.10439148505128919,89,NÃO ELEITO
210000024130,2016,88013,PORTO ALEGRE,13,VEREADOR,LUCIANO BRASILIENSE MARCANTÔNIO,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA,4397,0.21962170323948255,40,NÃO ELEITO
210000016327,2016,88013,PORTO ALEGRE,13,VEREADOR,DIEGO SILVA DA SILVA,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,1,BRANCA,647,0.03231640709482493,229,NÃO ELEITO
210000024134,2016,88013,PORTO ALEGRE,13,VEREADOR,SILVIA BECHER,4,FEMININO,6,ENSINO MÉDIO COMPLETO,1,BRANCA,40,0.001997923158876348,533,NÃO ELEITO
210000016299,2016,88013,PORTO ALEGRE,13,VEREADOR,ELIZABETH CORBETTA,4,FEMININO,8,SUPERIOR COMPLETO,1,BRANCA,982,0.04904901355041434,158,NÃO ELEITO
210000024679,2016,88013,PORTO ALEGRE,13,VEREADOR,MARCOS FELIPI HADDAD DE MENEZES GARCIA,2,MASCULINO,7,SUPERIOR INCOMPLETO,1,BRANCA,895,0.044703530679858286,179,NÃO ELEITO
210000010485,2016,88013,PORTO ALEGRE,13,VEREADOR,THAIS MARIA FERREIRA SAMPAIO,4,FEMININO,8,SUPERIOR COMPLETO,2,PRETA,1186,0.05923842166068372,138,NÃO ELEITO
210000030793,2016,88013,PORTO ALEGRE,13,VEREADOR,CARLOS AUGUSTO DA TRINDADE ANTUNES,2,MASCULINO,7,SUPERIOR INCOMPLETO,1,BRANCA,176,0.008790861899055931,416,NÃO ELEITO
210000017030,2016,88013,PORTO ALEGRE,13,VEREADOR,MARIA JOSE SILVA DA SILVA,4,FEMININO,6,ENSINO MÉDIO COMPLETO,1,BRANCA,262,0.01308639669064008,357,NÃO ELEITO
210000030584,2016,88013,PORTO ALEGRE,13,VEREADOR,VERA LUCIA SANTOS DE OLIVEIRA,4,FEMININO,4,ENSINO FUNDAMENTAL COMPLETO,1,BRANCA,83,0.004145690554668422,491,NÃO ELEITO
210000024661,2016,88013,PORTO ALEGRE,13,VEREADOR,PAULO CESAR FRANQUILIN PEREIRA,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA,233,0.011637902400454727,372,NÃO ELEITO
210000017038,2016,88013,PORTO ALEGRE,13,VEREADOR,JOSÉ PAULO DA SILVA GONÇALVES,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,1,BRANCA,91,0.004545275186443692,484,NÃO ELEITO
210000010479,2016,88013,PORTO ALEGRE,13,VEREADOR,LIDIONEI DA ROSA SANTOS,2,MASCULINO,8,SUPERIOR COMPLETO,2,PRETA,966,0.04824984428686381,160,NÃO ELEITO
210000016344,2016,88013,PORTO ALEGRE,13,VEREADOR,MARIA LUIZA GONÇALVES NEVES,4,FEMININO,8,SUPERIOR COMPLETO,1,BRANCA,2498,0.12477030127182794,80,NÃO ELEITO
210000030575,2016,88013,PORTO ALEGRE,13,VEREADOR,HILDEGARD ELISABET REICHERT,4,FEMININO,6,ENSINO MÉDIO COMPLETO,1,BRANCA,79,0.0039458982387807874,498,NÃO ELEITO
